,證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),成交筆數(筆),流通在外股數(千股),本益比-TSE,股價淨值比-TSE,五日漲跌幅(%),label
38,2609 陽明,2019-03-08,8.99,8.99,8.95,8.96,756,6784,320,2323024,0,1.04,-0.030303030303030234,跌
39,2609 陽明,2019-03-11,8.96,8.98,8.91,8.97,824,7370,370,2323024,0,1.05,-0.01967213114754095,False
40,2609 陽明,2019-03-12,8.97,9.02,8.96,8.98,2084,18729,450,2323024,0,1.05,-0.013186813186813102,False
41,2609 陽明,2019-03-13,8.98,8.99,8.9,8.92,873,7793,331,2323024,0,1.04,-0.007786429365962212,False
42,2609 陽明,2019-03-14,8.92,8.95,8.87,8.87,1613,14355,454,2323024,0,1.03,-0.010044642857143038,False
43,2609 陽明,2019-03-15,8.86,8.91,8.8,8.8,2129,18867,707,2323024,0,1.03,-0.01895206243032329,False
44,2609 陽明,2019-03-18,8.81,8.83,8.77,8.82,1910,16801,507,2323024,0,1.03,-0.017817371937639215,False
45,2609 陽明,2019-03-19,8.82,8.89,8.81,8.82,1573,13897,565,2323024,0,1.03,-0.011210762331838525,False
46,2609 陽明,2019-03-20,8.82,8.86,8.77,8.83,1966,17322,522,2323024,0,1.03,-0.004509582863585023,False
47,2609 陽明,2019-03-21,8.8,8.83,8.8,8.83,1313,11581,372,2323024,0,1.03,0.003409090909090836,False
48,2609 陽明,2019-03-22,8.9,8.9,8.83,8.84,1526,13511,359,2323024,0,1.03,0.002267573696145076,False
49,2609 陽明,2019-03-25,8.8,8.8,8.65,8.66,2097,18266,654,2323024,0,1.01,-0.018140589569161012,False
50,2609 陽明,2019-03-26,8.66,8.7,8.63,8.63,1866,16158,518,2323024,0,1.01,-0.022650056625141482,False
51,2609 陽明,2019-03-27,8.6,8.63,8.56,8.58,1600,13741,611,2323024,0,1,-0.028312570781426953,False
52,2609 陽明,2019-03-28,8.58,8.61,8.54,8.61,1169,10026,441,2323024,0,1.01,-0.026018099547511362,False
53,2609 陽明,2019-03-29,8.6,8.69,8.59,8.65,1861,16075,468,2323024,0,1.01,-0.0011547344110854256,False
54,2609 陽明,2019-04-01,8.65,8.68,8.6,8.6,1494,12927,419,2323024,0,1.01,-0.003476245654693063,False
55,2609 陽明,2019-04-02,8.61,8.63,8.57,8.61,1966,16924,384,2323024,0,1.01,0.003496503496503422,False
56,2609 陽明,2019-04-03,8.61,8.65,8.6,8.64,2500,21536,302,2323024,0,1.01,0.0034843205574914215,False
57,2609 陽明,2019-04-08,8.67,8.76,8.64,8.7,1577,13718,603,2323024,0,1.02,0.005780346820809125,False
58,2609 陽明,2019-04-09,8.7,8.7,8.67,8.68,1660,14411,328,2323024,0,1.02,0.009302325581395357,False
59,2609 陽明,2019-04-10,8.68,8.72,8.67,8.68,1119,9713,257,2323024,0,1.02,0.008130081300813042,False
60,2609 陽明,2019-04-11,8.69,8.85,8.69,8.75,1842,16175,548,2323024,0,1.02,0.012731481481481415,False
61,2609 陽明,2019-04-12,8.76,8.77,8.71,8.73,1813,15846,414,2323024,0,1.02,0.0034482758620690964,False
62,2609 陽明,2019-04-15,8.74,8.91,8.73,8.83,3043,26904,858,2323024,0,1.03,0.017281105990783453,False
63,2609 陽明,2019-04-16,8.8,8.85,8.8,8.82,1728,15249,431,2323024,0,1.03,0.01612903225806458,False
64,2609 陽明,2019-04-17,8.82,8.93,8.79,8.9,3279,28961,1014,2323024,0,1.04,0.017142857142857182,False
65,2609 陽明,2019-04-18,8.9,8.91,8.81,8.81,2083,18455,595,2323024,0,1.03,0.009163802978235975,False
66,2609 陽明,2019-04-19,8.81,8.91,8.81,8.89,2107,18705,557,2323024,0,1.04,0.006795016987542525,False
67,2609 陽明,2019-04-22,8.95,9.09,8.92,8.93,3564,32069,1106,2323024,0,1.05,0.01247165532879812,False
68,2609 陽明,2019-04-23,8.95,8.95,8.81,8.9,1003,8895,456,2323024,0,1.04,0.0,False
69,2609 陽明,2019-04-24,8.9,8.91,8.81,8.81,1257,11124,458,2323024,0,1.03,0.0,False
70,2609 陽明,2019-04-25,8.81,8.87,8.8,8.84,1341,11855,355,2323024,0,1.04,-0.0056242969628797195,False
71,2609 陽明,2019-04-26,8.84,8.84,8.78,8.79,859,7564,271,2323024,0,1.03,-0.015677491601343848,False
72,2609 陽明,2019-04-29,8.79,8.81,8.71,8.73,1251,10955,362,2323024,0,1.02,-0.019101123595505608,False
73,2609 陽明,2019-04-30,8.73,8.86,8.73,8.77,1150,10116,371,2323024,0,1.03,-0.004540295119182852,False
74,2609 陽明,2019-05-02,8.82,8.92,8.82,8.87,1183,10500,406,2323024,0,1.04,0.0033936651583709684,False
75,2609 陽明,2019-05-03,8.95,8.99,8.9,8.9,1583,14155,640,2323024,0,1.04,0.012514220705347124,False
76,2609 陽明,2019-05-06,8.84,8.84,8.72,8.74,1650,14462,582,2323024,0,1.02,0.0011454753722794715,False
77,2609 陽明,2019-05-07,8.77,8.78,8.69,8.7,2293,20015,433,2323024,0,1.02,-0.007981755986317023,False
78,2609 陽明,2019-05-08,8.65,8.65,8.61,8.64,1270,10957,504,2323024,0,1.01,-0.02593010146561428,False
79,2609 陽明,2019-05-09,8.65,8.67,8.52,8.52,1383,11859,456,2323024,0,1,-0.04269662921348323,跌
80,2609 陽明,2019-05-10,8.52,8.6,8.48,8.48,1107,9425,386,2323024,0,0.99,-0.029748283752860386,False
81,2609 陽明,2019-05-13,8.5,8.57,8.37,8.4,1182,9963,458,2323024,0,0.98,-0.03448275862068954,跌
82,2609 陽明,2019-05-14,8.4,8.4,8.25,8.3,1289,10704,465,2323024,0,0.97,-0.03935185185185183,跌
83,2609 陽明,2019-05-15,8.33,8.38,8.26,8.3,1527,12697,462,2323024,0,1,-0.02582159624413132,False
84,2609 陽明,2019-05-16,8.3,8.33,8.12,8.12,3293,27031,902,2323024,0,0.98,-0.04245283018867939,跌
85,2609 陽明,2019-05-17,8.19,8.24,7.9,7.96,5144,41469,1394,2323024,0,0.96,-0.052380952380952424,跌
86,2609 陽明,2019-05-20,7.99,8.0,7.93,7.97,1140,9090,379,2323024,0,0.96,-0.03975903614457842,跌
87,2609 陽明,2019-05-21,8.0,8.2,8.0,8.2,2515,20393,672,2323024,0,0.99,-0.012048192771084508,False
88,2609 陽明,2019-05-22,8.2,8.26,8.18,8.2,817,6714,307,2323024,0,0.99,0.009852216748768483,False
89,2609 陽明,2019-05-23,8.2,8.2,8.04,8.06,911,7374,350,2323024,0,0.97,0.012562814070351825,False
90,2609 陽明,2019-05-24,8.09,8.11,8.02,8.04,949,7656,276,2323024,0,0.97,0.008782936010037566,False
91,2609 陽明,2019-05-27,8.02,8.07,8.0,8.01,907,7276,333,2323024,0,0.97,-0.023170731707317014,False
92,2609 陽明,2019-05-28,8.01,8.06,7.99,8.06,955,7668,279,2323024,0,0.97,-0.017073170731707173,False
93,2609 陽明,2019-05-29,8.06,8.06,8.0,8.01,673,5403,211,2323024,0,0.97,-0.006203473945409517,False
94,2609 陽明,2019-05-30,8.01,8.02,7.98,8.01,1303,10425,345,2323024,0,0.97,-0.0037313432835820106,False
95,2609 陽明,2019-05-31,8.1,8.15,8.02,8.13,1356,10993,476,2323024,0,0.98,0.014981273408239825,False
96,2609 陽明,2019-06-03,8.1,8.1,7.99,8.03,877,7034,282,2323024,0,0.97,-0.0037220843672457985,False
97,2609 陽明,2019-06-04,8.03,8.06,7.99,8.0,710,5690,224,2323024,0,0.97,-0.001248439450686615,False
98,2609 陽明,2019-06-05,8.06,8.06,7.99,8.0,860,6892,267,2323024,0,0.97,-0.001248439450686615,False
99,2609 陽明,2019-06-06,8.0,8.0,7.96,7.97,1004,8011,351,2323024,0,0.96,-0.019680196801968145,False
100,2609 陽明,2019-06-10,7.98,8.0,7.96,7.97,776,6194,215,2323024,0,0.96,-0.0074719800747197525,False
101,2609 陽明,2019-06-11,7.98,8.04,7.97,8.0,1277,10202,285,2323024,0,0.97,0.0,False
102,2609 陽明,2019-06-12,8.0,8.03,7.96,7.99,815,6516,251,2323024,0,0.96,-0.0012499999999999734,False
103,2609 陽明,2019-06-13,8.0,8.04,7.98,7.98,866,6933,237,2323024,0,0.96,0.0012547051442911763,False
104,2609 陽明,2019-06-14,7.99,8.15,7.98,8.09,2767,22309,756,2323024,0,0.98,0.015056461731493113,False
105,2609 陽明,2019-06-17,8.1,8.12,8.04,8.08,1569,12703,500,2323024,0,0.97,0.010000000000000009,False
106,2609 陽明,2019-06-18,8.08,8.19,8.06,8.11,1815,14770,725,2323024,0,0.98,0.015018773466833444,False
107,2609 陽明,2019-06-19,8.12,8.23,8.12,8.17,1987,16251,867,2323024,0,0.99,0.023809523809523746,False
108,2609 陽明,2019-06-20,8.19,8.3,8.19,8.25,1582,13035,834,2323024,0,1,0.019777503090234877,False
109,2609 陽明,2019-06-21,8.3,8.3,8.15,8.15,1458,11979,453,2323024,0,0.98,0.008663366336633699,False
110,2609 陽明,2019-06-24,8.22,8.22,8.16,8.21,1204,9870,669,2323024,0,0.99,0.01233045622688057,False
111,2609 陽明,2019-06-25,8.19,8.19,8.13,8.15,437,3569,175,2323024,0,0.98,-0.0024479804161566185,False
112,2609 陽明,2019-06-26,8.14,8.15,8.09,8.15,704,5715,267,2323024,0,0.98,-0.012121212121212078,False
113,2609 陽明,2019-06-27,8.15,8.2,8.13,8.14,1588,12961,501,2323024,0,0.98,-0.0012269938650306487,False
114,2609 陽明,2019-06-28,8.12,8.17,8.08,8.16,1094,8906,291,2601335,0,0.98,-0.00609013398294771,False
115,2609 陽明,2019-07-01,8.21,8.29,8.16,8.16,2357,19341,824,2601335,0,0.98,0.0012269938650306487,False
116,2609 陽明,2019-07-02,8.2,8.25,8.17,8.2,2126,17466,795,2601335,0,0.99,0.006134969325153243,False
117,2609 陽明,2019-07-03,8.23,8.25,8.16,8.17,964,7903,450,2601335,0,0.99,0.0036855036855036067,False
118,2609 陽明,2019-07-04,8.22,8.54,8.21,8.54,7902,66612,1784,2601335,0,1.03,0.04656862745098027,漲
119,2609 陽明,2019-07-05,8.7,8.71,8.5,8.51,5705,49004,1578,2601335,0,1.03,0.04289215686274506,漲
120,2609 陽明,2019-07-08,8.53,8.55,8.36,8.45,2347,19804,704,2601335,0,1.02,0.030487804878048783,漲
121,2609 陽明,2019-07-09,8.45,8.45,8.36,8.4,844,7083,264,2601335,0,1.01,0.028151774785801765,False
122,2609 陽明,2019-07-10,8.41,8.45,8.39,8.45,1500,12613,687,2601335,0,1.02,-0.010538641686182654,False
123,2609 陽明,2019-07-11,8.7,8.77,8.6,8.72,4675,40626,2174,2601335,0,1.05,0.024676850763807386,False
124,2609 陽明,2019-07-12,8.72,8.75,8.65,8.7,2281,19861,717,2601335,0,1.05,0.02958579881656805,False
125,2609 陽明,2019-07-15,8.7,8.75,8.61,8.68,2002,17355,739,2601335,0,1.05,0.03333333333333326,漲
126,2609 陽明,2019-07-16,8.68,8.93,8.68,8.89,6454,57087,1746,2601335,0,1.07,0.05207100591715992,漲
127,2609 陽明,2019-07-17,8.87,9.03,8.77,9.0,6183,55174,1270,2601335,0,1.09,0.03211009174311919,漲
128,2609 陽明,2019-07-18,9.01,9.11,8.89,9.01,7826,70560,1388,2601335,0,1.09,0.03563218390804604,漲
129,2609 陽明,2019-07-19,9.01,9.12,9.01,9.09,9060,82267,1565,2601335,0,1.1,0.04723502304147467,漲
130,2609 陽明,2019-07-22,9.11,9.2,9.08,9.16,9586,87704,1810,2601335,0,1.1,0.030371203599550006,漲
131,2609 陽明,2019-07-23,9.18,9.22,8.97,8.98,5574,50537,1128,2601335,0,1.08,-0.002222222222222175,False
132,2609 陽明,2019-07-24,8.98,8.98,8.82,8.9,3689,32661,990,2601335,0,1.07,-0.012208657047724688,False
133,2609 陽明,2019-07-25,8.88,8.98,8.77,8.98,2989,26572,1067,2601335,0,1.08,-0.012101210121012038,False
134,2609 陽明,2019-07-26,8.95,8.96,8.84,8.94,2264,20161,596,2601335,0,1.08,-0.024017467248908367,False
135,2609 陽明,2019-07-29,8.94,8.95,8.85,8.88,1657,14704,365,2601335,0,1.07,-0.011135857461024459,False
136,2609 陽明,2019-07-30,8.85,8.95,8.75,8.86,2164,19121,545,2601335,0,1.07,-0.004494382022472014,False
137,2609 陽明,2019-07-31,8.81,8.82,8.73,8.73,2242,19654,898,2601335,0,1.05,-0.027839643652561245,False
138,2609 陽明,2019-08-01,8.67,8.7,8.6,8.69,1715,14828,511,2601335,0,1.05,-0.027964205816554812,False
139,2609 陽明,2019-08-02,8.57,8.6,8.45,8.48,2263,19258,946,2601335,0,1.02,-0.045045045045045085,跌
140,2609 陽明,2019-08-05,8.4,8.42,8.32,8.35,1885,15759,907,2601335,0,1.01,-0.05756207674943564,跌
141,2609 陽明,2019-08-06,8.21,8.37,8.12,8.37,1367,11254,528,2601335,0,1.01,-0.041237113402061994,跌
142,2609 陽明,2019-08-07,8.35,8.52,8.35,8.37,1249,10549,530,2601335,0,1.01,-0.03682393555811281,跌
143,2609 陽明,2019-08-08,8.35,8.47,8.35,8.45,812,6837,323,2601335,0,1.02,-0.003537735849056738,False
144,2609 陽明,2019-08-12,8.4,8.5,8.4,8.43,857,7247,229,2601335,0,1.02,0.009580838323353302,False
145,2609 陽明,2019-08-13,8.29,8.38,8.17,8.17,2957,24390,787,2601335,0,1.21,-0.023894862604539942,False
146,2609 陽明,2019-08-14,8.21,8.24,8.05,8.05,3734,30404,855,2601335,0,1.19,-0.03823178016726386,跌
147,2609 陽明,2019-08-15,8.0,8.0,7.81,7.9,3144,24845,942,2601335,0,1.17,-0.06508875739644958,跌
148,2609 陽明,2019-08-16,7.9,8.1,7.9,8.1,1465,11678,569,2601335,0,1.2,-0.03914590747330962,跌
149,2609 陽明,2019-08-19,8.1,8.1,7.96,8.04,1565,12564,565,2601335,0,1.19,-0.015911872705018457,False
150,2609 陽明,2019-08-20,8.06,8.06,7.95,7.97,2503,19998,580,2601335,0,1.18,-0.009937888198757882,False
151,2609 陽明,2019-08-21,7.93,8.05,7.9,8.0,2069,16468,769,2601335,0,1.18,0.01265822784810122,False
152,2609 陽明,2019-08-22,8.0,8.03,7.97,7.99,837,6685,278,2601335,0,1.18,-0.013580246913580177,False
153,2609 陽明,2019-08-23,7.96,8.04,7.96,7.98,842,6724,220,2601335,0,1.18,-0.007462686567164021,False
154,2609 陽明,2019-08-26,7.9,7.91,7.87,7.88,929,7334,273,2601335,0,1.16,-0.011292346298619808,False
155,2609 陽明,2019-08-27,7.9,7.97,7.86,7.86,980,7738,264,2601335,0,1.16,-0.01749999999999996,False
156,2609 陽明,2019-08-28,7.86,7.94,7.86,7.89,393,3102,158,2601335,0,1.17,-0.012515644555694684,False
157,2609 陽明,2019-08-29,7.88,7.97,7.88,7.92,785,6221,206,2601335,0,1.17,-0.007518796992481265,False
158,2609 陽明,2019-08-30,7.99,8.01,7.92,7.96,1222,9739,452,2601335,0,1.18,0.0101522842639594,False
159,2609 陽明,2019-09-02,7.96,8.04,7.96,8.03,809,6480,277,2601335,0,1.19,0.021628498727735247,False
160,2609 陽明,2019-09-03,8.05,8.08,8.02,8.04,682,5499,269,2601335,0,1.19,0.019011406844106397,False
161,2609 陽明,2019-09-04,8.04,8.07,7.97,8.05,1266,10142,488,2601335,0,1.19,0.016414141414141513,False
162,2609 陽明,2019-09-05,8.06,8.07,8.0,8.04,1049,8424,335,2601335,0,1.19,0.010050251256281305,False
163,2609 陽明,2019-09-06,8.05,8.06,8.0,8.03,1034,8296,244,2601335,0,1.19,0.0,False
164,2609 陽明,2019-09-09,8.02,8.03,8.0,8.01,781,6261,259,2601335,0,1.18,-0.0037313432835820106,False
165,2609 陽明,2019-09-10,8.02,8.06,8.0,8.01,881,7076,247,2601335,0,1.18,-0.004968944099378997,False
166,2609 陽明,2019-09-11,7.99,8.01,7.95,7.96,1262,10070,448,2601335,0,1.18,-0.009950248756218805,False
167,2609 陽明,2019-09-12,7.97,8.03,7.96,8.02,700,5594,287,2601335,0,1.18,-0.0012453300124532737,False
168,2609 陽明,2019-09-16,8.0,8.01,7.97,7.97,721,5767,297,2601335,0,1.18,-0.004993757802746571,False
169,2609 陽明,2019-09-17,7.97,7.97,7.88,7.88,3132,24850,639,2601335,0,1.16,-0.01622971285892633,False
170,2609 陽明,2019-09-18,7.9,8.05,7.89,8.0,1348,10763,651,2601335,0,1.18,0.005025125628140708,False
171,2609 陽明,2019-09-19,8.0,8.0,7.92,7.93,666,5292,246,2601335,0,1.17,-0.01122194513715709,False
172,2609 陽明,2019-09-20,7.92,7.95,7.9,7.9,1060,8388,355,2601335,0,1.17,-0.008782936010037566,False
173,2609 陽明,2019-09-23,7.91,7.97,7.89,7.94,911,7220,247,2601335,0,1.17,0.007614213197969607,False
174,2609 陽明,2019-09-24,7.95,7.96,7.9,7.9,1260,9971,313,2601335,0,1.17,-0.012499999999999956,False
175,2609 陽明,2019-09-25,7.87,7.91,7.87,7.87,1018,8024,332,2601335,0,1.16,-0.007566204287515714,False
176,2609 陽明,2019-09-26,7.87,7.93,7.85,7.88,1595,12561,447,2601335,0,1.16,-0.0025316455696203113,False
177,2609 陽明,2019-09-27,7.84,7.86,7.79,7.8,1916,14966,518,2601335,0,1.15,-0.017632241813602085,False
178,2609 陽明,2019-10-01,7.8,7.93,7.79,7.82,1238,9713,301,2601335,0,1.16,-0.010126582278481022,False
179,2609 陽明,2019-10-02,7.82,7.82,7.77,7.77,1043,8121,305,2601335,0,1.15,-0.012706480304955595,False
180,2609 陽明,2019-10-03,7.73,7.73,7.62,7.65,1537,11777,505,2601335,0,1.13,-0.02918781725888319,False
181,2609 陽明,2019-10-04,7.66,7.73,7.66,7.68,695,5348,276,2601335,0,1.13,-0.0153846153846154,False
182,2609 陽明,2019-10-07,7.68,7.7,7.65,7.65,631,4840,253,2601335,0,1.13,-0.021739130434782598,False
183,2609 陽明,2019-10-08,7.63,7.65,7.55,7.55,1707,12965,527,2601335,0,1.12,-0.028314028314028284,False
184,2609 陽明,2019-10-09,7.55,7.59,7.48,7.48,2224,16708,419,2601335,0,1.1,-0.022222222222222213,False
185,2609 陽明,2019-10-14,7.48,7.65,7.48,7.6,2679,20154,582,2601335,0,1.12,-0.010416666666666676,False
186,2609 陽明,2019-10-15,7.6,7.6,7.51,7.53,1234,9294,318,2601335,0,1.11,-0.015686274509803935,False
187,2609 陽明,2019-10-16,7.53,7.67,7.53,7.61,1152,8773,577,2601335,0,1.12,0.007947019867549735,False
188,2609 陽明,2019-10-17,7.6,7.7,7.6,7.63,1088,8342,387,2601335,0,1.13,0.020053475935828804,False
189,2609 陽明,2019-10-18,7.61,7.67,7.61,7.64,901,6894,256,2601335,0,1.13,0.005263157894736847,False
190,2609 陽明,2019-10-21,7.64,7.72,7.62,7.68,912,7004,344,2601335,0,1.13,0.019920318725099532,False
191,2609 陽明,2019-10-22,7.69,7.78,7.69,7.75,1461,11329,376,2601335,0,1.14,0.018396846254927685,False
192,2609 陽明,2019-10-23,7.76,7.83,7.72,7.72,1037,8053,339,2601335,0,1.14,0.011795543905635631,False
193,2609 陽明,2019-10-24,7.77,7.77,7.72,7.73,889,6895,247,2601335,0,1.14,0.011780104712041982,False
194,2609 陽明,2019-10-25,7.7,7.74,7.67,7.69,1088,8374,286,2601335,0,1.14,0.0013020833333334213,False
195,2609 陽明,2019-10-28,7.69,7.72,7.68,7.69,821,6321,195,2601335,0,1.14,-0.007741935483870917,False
196,2609 陽明,2019-10-29,7.69,7.7,7.63,7.64,1017,7793,295,2601335,0,1.13,-0.010362694300518144,False
197,2609 陽明,2019-10-30,7.65,7.68,7.57,7.6,797,6074,334,2601335,0,1.12,-0.016817593790427007,False
198,2609 陽明,2019-10-31,7.62,7.7,7.56,7.58,1225,9344,332,2601335,0,1.12,-0.014304291287386257,False
199,2609 陽明,2019-11-01,7.58,7.64,7.55,7.59,725,5511,205,2601335,0,1.12,-0.013003901170351174,False
200,2609 陽明,2019-11-04,7.62,7.64,7.58,7.59,761,5783,235,2601335,0,1.12,-0.0065445026178010245,False
201,2609 陽明,2019-11-05,7.56,7.59,7.56,7.58,760,5763,252,2601335,0,1.12,-0.002631578947368365,False
202,2609 陽明,2019-11-06,7.58,7.61,7.57,7.57,866,6575,280,2601335,0,1.12,-0.0013192612137202884,False
203,2609 陽明,2019-11-07,7.56,7.59,7.56,7.57,530,4015,205,2601335,0,1.12,-0.0026350461133069266,False
204,2609 陽明,2019-11-08,7.57,7.57,7.53,7.54,655,4945,279,2601335,0,1.11,-0.006587615283267434,False
205,2609 陽明,2019-11-11,7.54,7.54,7.5,7.51,1380,10362,367,2601335,0,1.11,-0.009234828496042255,False
206,2609 陽明,2019-11-12,7.5,7.52,7.45,7.48,1523,11406,436,2601335,0,1.1,-0.011889035667106982,False
207,2609 陽明,2019-11-13,7.48,7.48,7.45,7.45,745,5557,283,2601335,0,1.1,-0.01585204755614268,False
208,2609 陽明,2019-11-14,7.45,7.48,7.29,7.33,2330,17176,676,2601335,0,1.18,-0.02785145888594164,False
209,2609 陽明,2019-11-15,7.33,7.33,7.2,7.22,2588,18752,715,2601335,0,1.16,-0.03861517976031958,跌
210,2609 陽明,2019-11-18,7.21,7.21,6.95,7.07,5090,35773,1298,2601335,0,1.14,-0.05481283422459895,跌
211,2609 陽明,2019-11-19,7.07,7.07,7.01,7.02,1348,9475,366,2601335,0,1.13,-0.05771812080536921,跌
212,2609 陽明,2019-11-20,7.0,7.1,6.96,7.03,1615,11316,604,2601335,0,1.13,-0.04092769440654841,跌
213,2609 陽明,2019-11-21,7.05,7.05,6.99,7.02,713,5007,254,2601335,0,1.13,-0.027700831024930775,False
214,2609 陽明,2019-11-22,7.0,7.05,7.0,7.05,755,5312,253,2601335,0,1.14,-0.002828854314002894,False
215,2609 陽明,2019-11-25,7.05,7.08,7.04,7.06,782,5516,266,2601335,0,1.14,0.0056980056980057035,False
216,2609 陽明,2019-11-26,7.06,7.09,7.03,7.05,1367,9659,454,2601335,0,1.14,0.0028449502133712054,False
217,2609 陽明,2019-11-27,7.05,7.11,7.04,7.1,966,6829,342,2601335,0,1.15,0.011396011396011407,False
218,2609 陽明,2019-11-28,6.9,7.1,6.9,7.09,1616,11305,467,2601335,0,1.14,0.0056737588652482325,False
219,2609 陽明,2019-11-29,7.09,7.36,7.08,7.29,3474,25057,1227,2601335,0,1.18,0.03257790368271961,漲
220,2609 陽明,2019-12-02,7.3,7.56,7.3,7.52,3887,28937,1372,2601335,0,1.21,0.06666666666666664,漲
221,2609 陽明,2019-12-03,7.41,7.53,7.4,7.5,1573,11759,502,2601335,0,1.21,0.056338028169014134,漲
222,2609 陽明,2019-12-04,7.5,7.5,7.36,7.49,1196,8909,431,2601335,0,1.21,0.056417489421720785,漲
223,2609 陽明,2019-12-05,7.5,7.55,7.4,7.41,992,7381,449,2601335,0,1.2,0.016460905349794254,False
