,證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),成交筆數(筆),流通在外股數(千股),本益比-TSE,股價淨值比-TSE,五日漲跌幅(%),label
224,2609 陽明,2019-12-06,7.4,7.43,7.29,7.29,1595,11755,503,2601335,0,1.18,-0.030585106382978663,跌
225,2609 陽明,2019-12-09,7.3,7.38,7.24,7.27,1217,8858,356,2601335,0,1.17,-0.030666666666666724,跌
226,2609 陽明,2019-12-10,7.29,7.34,7.27,7.3,652,4764,299,2601335,0,1.18,-0.025367156208277754,False
227,2609 陽明,2019-12-11,7.3,7.34,7.26,7.28,649,4738,276,2601335,0,1.17,-0.017543859649122792,False
228,2609 陽明,2019-12-12,7.3,7.32,7.27,7.27,859,6268,359,2601335,0,1.17,-0.00274348422496577,False
229,2609 陽明,2019-12-13,7.31,7.33,7.24,7.26,1021,7440,368,2601335,0,1.17,-0.0013755158184318827,False
230,2609 陽明,2019-12-16,7.3,7.32,7.25,7.26,869,6318,324,2601335,0,1.17,-0.005479452054794526,False
231,2609 陽明,2019-12-17,7.26,7.32,7.26,7.31,799,5827,363,2601335,0,1.18,0.0041208791208790325,False
232,2609 陽明,2019-12-18,7.31,7.38,7.3,7.37,1234,9058,563,2601335,0,1.19,0.013755158184319194,False
233,2609 陽明,2019-12-19,7.36,7.37,7.31,7.31,854,6270,318,2601335,0,1.18,0.006887052341597772,False
234,2609 陽明,2019-12-20,7.31,7.38,7.23,7.23,2401,17439,472,2601335,0,1.17,-0.004132231404958589,False
235,2609 陽明,2019-12-23,7.27,7.27,7.24,7.24,969,7036,392,2601335,0,1.17,-0.009575923392612777,False
236,2609 陽明,2019-12-24,7.24,7.28,7.23,7.23,666,4832,216,2601335,0,1.17,-0.018995929443690593,False
237,2609 陽明,2019-12-25,7.23,7.29,7.21,7.24,733,5307,263,2601335,0,1.17,-0.009575923392612777,False
238,2609 陽明,2019-12-26,7.25,7.27,7.23,7.23,689,4997,208,2601335,0,1.17,0.0,False
239,2609 陽明,2019-12-27,7.24,7.25,7.2,7.2,985,7114,329,2601335,0,1.16,-0.005524861878453044,False
240,2609 陽明,2019-12-30,7.2,7.24,7.18,7.2,534,3853,255,2601335,0,1.16,-0.00414937759336103,False
241,2609 陽明,2019-12-31,7.2,7.3,7.17,7.21,1128,8138,329,2601335,0,1.16,-0.0041436464088398135,False
242,2609 陽明,2020-01-02,7.26,7.29,7.25,7.28,1124,8183,507,2601335,0,1.17,0.006915629322268302,False
243,2609 陽明,2020-01-03,7.36,7.36,7.26,7.32,1665,12156,721,2601335,0,1.18,0.01666666666666668,False
244,2609 陽明,2020-01-06,7.34,7.36,7.26,7.26,1375,10064,459,2601335,0,1.17,0.00833333333333328,False
245,2609 陽明,2020-01-07,7.28,7.3,7.26,7.28,959,6988,404,2601335,0,1.17,0.009708737864077709,False
246,2609 陽明,2020-01-08,7.28,7.28,7.2,7.2,768,5558,362,2601335,0,1.16,-0.010989010989010999,False
247,2609 陽明,2020-01-09,7.21,7.29,7.21,7.22,475,3433,226,2601335,0,1.16,-0.013661202185792422,False
248,2609 陽明,2020-01-10,7.22,7.25,7.19,7.23,1101,7955,306,2601335,0,1.17,-0.004132231404958589,False
249,2609 陽明,2020-01-13,7.23,7.28,7.22,7.22,533,3864,241,2601335,0,1.16,-0.00824175824175831,False
250,2609 陽明,2020-01-14,7.23,7.28,7.2,7.22,857,6209,310,2601335,0,1.16,0.0027777777777777185,False
251,2609 陽明,2020-01-15,7.22,7.25,7.2,7.25,869,6288,251,2601335,0,1.17,0.004155124653739647,False
252,2609 陽明,2020-01-16,7.28,7.3,7.27,7.27,1189,8663,343,2601335,0,1.17,0.005532503457814543,False
253,2609 陽明,2020-01-17,7.27,7.29,7.24,7.25,562,4089,236,2601335,0,1.17,0.004155124653739647,False
254,2609 陽明,2020-01-20,7.23,7.24,7.12,7.18,2774,19980,514,2601335,0,1.16,-0.005540166204986155,False
255,2609 陽明,2020-01-30,6.81,6.94,6.62,6.67,5027,34250,961,2601335,0,1.08,-0.08000000000000002,跌
256,2609 陽明,2020-01-31,6.5,6.88,6.5,6.77,2508,16916,512,2601335,0,1.09,-0.06877579092159561,跌
257,2609 陽明,2020-02-03,6.51,6.51,6.3,6.46,2034,13101,546,2601335,0,1.04,-0.10896551724137932,跌
258,2609 陽明,2020-02-04,6.48,6.51,6.4,6.49,2139,13822,542,2601335,0,1.05,-0.09610027855153197,跌
259,2609 陽明,2020-02-05,6.5,6.55,6.48,6.52,1257,8191,340,2601335,0,1.05,-0.02248875562218896,False
260,2609 陽明,2020-02-06,6.55,6.69,6.55,6.68,1735,11542,495,2601335,0,1.08,-0.01329394387001475,False
261,2609 陽明,2020-02-07,6.7,6.7,6.57,6.58,1728,11450,443,2601335,0,1.06,0.01857585139318887,False
262,2609 陽明,2020-02-10,6.57,6.57,6.4,6.48,1188,7698,346,2601335,0,1.05,-0.0015408320493065927,False
263,2609 陽明,2020-02-11,6.48,6.54,6.47,6.47,1079,7014,351,2601335,0,1.04,-0.007668711656441691,False
264,2609 陽明,2020-02-12,6.48,6.57,6.48,6.53,806,5269,279,2601335,0,1.05,-0.0224550898203592,False
265,2609 陽明,2020-02-13,6.53,6.66,6.53,6.6,1380,9127,509,2601335,0,1.06,0.0030395136778114855,False
266,2609 陽明,2020-02-14,6.6,6.6,6.56,6.58,811,5342,369,2601335,0,1.06,0.015432098765432042,False
267,2609 陽明,2020-02-17,6.57,6.62,6.53,6.6,1362,8941,398,2601335,0,1.06,0.020092735703245733,False
268,2609 陽明,2020-02-18,6.6,7.01,6.6,6.99,3881,26709,1310,2601335,0,1.13,0.07044410413476263,漲
269,2609 陽明,2020-02-19,7.07,7.22,7.02,7.21,3873,27709,1175,2601335,0,1.16,0.09242424242424248,漲
270,2609 陽明,2020-02-20,7.25,7.3,7.1,7.14,1931,13867,667,2601335,0,1.15,0.08510638297872335,漲
271,2609 陽明,2020-02-21,7.11,7.14,7.08,7.09,1224,8703,400,2601335,0,1.14,0.07424242424242428,漲
272,2609 陽明,2020-02-24,7.06,7.06,6.94,6.94,2052,14358,609,2601335,0,1.12,-0.0071530758226036936,False
273,2609 陽明,2020-02-25,6.9,6.94,6.83,6.91,808,5571,409,2601335,0,1.11,-0.041608876560332846,跌
274,2609 陽明,2020-02-26,6.9,6.91,6.82,6.85,1364,9355,540,2601335,0,1.1,-0.04061624649859945,跌
275,2609 陽明,2020-02-27,6.87,6.94,6.76,6.93,2993,20571,890,2601335,0,1.12,-0.022566995768688314,False
276,2609 陽明,2020-03-02,6.78,6.84,6.71,6.77,2062,13949,774,2601335,0,1.09,-0.024495677233429512,False
277,2609 陽明,2020-03-03,6.8,6.89,6.78,6.78,747,5084,265,2601335,0,1.09,-0.01881331403762661,False
278,2609 陽明,2020-03-04,6.72,6.86,6.66,6.86,1663,11184,515,2601335,0,1.11,0.0014598540145986387,False
279,2609 陽明,2020-03-05,6.88,6.94,6.85,6.9,1129,7784,315,2601335,0,1.11,-0.004329004329004237,False
280,2609 陽明,2020-03-06,6.82,6.9,6.78,6.81,1072,7312,339,2601335,0,1.1,0.005908419497784348,False
281,2609 陽明,2020-03-09,6.74,6.75,6.58,6.58,2252,14958,738,2601335,0,1.06,-0.029498525073746337,False
282,2609 陽明,2020-03-10,6.48,6.64,6.45,6.63,2680,17498,695,2601335,0,1.07,-0.03352769679300298,跌
283,2609 陽明,2020-03-11,6.68,6.69,6.55,6.55,1317,8731,407,2601335,0,1.06,-0.05072463768115949,跌
284,2609 陽明,2020-03-12,6.5,6.51,6.14,6.19,4632,29084,1033,2601335,0,1,-0.09104258443465481,跌
285,2609 陽明,2020-03-13,5.75,5.75,5.58,5.68,5983,33583,1441,2601335,-,0.92,-0.1367781155015198,跌
286,2609 陽明,2020-03-16,5.51,5.66,5.2,5.2,4091,22102,1033,2601335,-,0.84,-0.21568627450980388,跌
287,2609 陽明,2020-03-17,5.02,5.09,4.95,4.95,4069,20374,1003,2601335,-,0.8,-0.2442748091603053,跌
288,2609 陽明,2020-03-18,4.89,5.2,4.89,4.96,4002,20114,1145,2601335,-,0.8,-0.19870759289176096,跌
289,2609 陽明,2020-03-19,4.91,4.95,4.72,4.73,6327,30693,1268,2601335,-,0.76,-0.16725352112676045,跌
290,2609 陽明,2020-03-20,4.88,5.1,4.88,5.02,2881,14485,809,2601335,-,0.81,-0.03461538461538473,跌
291,2609 陽明,2020-03-23,4.96,4.96,4.8,4.89,1913,9329,495,2601335,-,0.79,-0.012121212121212222,False
292,2609 陽明,2020-03-24,4.93,5.11,4.93,4.97,2400,12017,588,2601335,-,0.8,0.0020161290322580215,False
293,2609 陽明,2020-03-25,5.1,5.22,5.07,5.15,2822,14566,804,2601335,-,0.83,0.08879492600422831,漲
294,2609 陽明,2020-03-26,5.3,5.3,5.12,5.25,2177,11354,640,2601335,-,0.85,0.045816733067729175,漲
295,2609 陽明,2020-03-27,5.31,5.4,5.17,5.18,2083,10961,579,2601335,-,0.84,0.05930470347648263,漲
296,2609 陽明,2020-03-30,5.05,5.1,4.96,5.09,1524,7658,398,2601335,-,0.82,0.024144869215291773,False
297,2609 陽明,2020-03-31,5.1,5.18,5.06,5.08,1894,9701,439,2601335,-,0.82,-0.013592233009708792,False
298,2609 陽明,2020-04-01,5.06,5.11,5.0,5.06,1263,6397,400,2601335,-,0.8,-0.036190476190476266,跌
299,2609 陽明,2020-04-06,5.06,5.06,5.0,5.04,1007,5068,357,2601335,-,0.8,-0.027027027027026966,False
300,2609 陽明,2020-04-07,5.08,5.17,5.08,5.13,1504,7696,495,2601335,-,0.81,0.007858546168958749,False
301,2609 陽明,2020-04-08,5.15,5.25,5.13,5.24,2932,15252,798,2601335,-,0.83,0.03149606299212601,漲
302,2609 陽明,2020-04-09,5.28,5.51,5.28,5.45,4523,24426,1203,2601335,-,0.86,0.07707509881422937,漲
303,2609 陽明,2020-04-10,5.57,5.57,5.39,5.5,2490,13605,685,2601335,-,0.87,0.09126984126984126,漲
304,2609 陽明,2020-04-13,5.5,5.51,5.33,5.36,3005,16145,721,2601335,-,0.85,0.04483430799220281,漲
305,2609 陽明,2020-04-14,5.35,5.45,5.35,5.42,2397,12948,516,2601335,-,0.86,0.034351145038167885,漲
306,2609 陽明,2020-04-15,5.45,5.59,5.42,5.47,8742,48105,1625,2601335,-,0.86,0.0036697247706421235,False
307,2609 陽明,2020-04-16,5.42,5.45,5.37,5.41,2445,13219,682,2601335,-,0.85,-0.016363636363636337,False
308,2609 陽明,2020-04-17,5.49,5.55,5.4,5.41,3201,17508,850,2601335,-,0.85,0.00932835820895519,False
309,2609 陽明,2020-04-20,5.49,5.49,5.39,5.45,1770,9619,333,2601335,-,0.86,0.005535055350553551,False
310,2609 陽明,2020-04-21,5.46,5.51,5.37,5.4,4573,24824,881,2601335,-,0.85,-0.01279707495429605,False
311,2609 陽明,2020-04-22,5.35,5.42,5.3,5.4,1411,7572,386,2601335,-,0.85,-0.0018484288354897942,False
312,2609 陽明,2020-04-23,5.4,5.47,5.35,5.39,1930,10417,821,2601335,-,0.85,-0.0036968576709797527,False
313,2609 陽明,2020-04-24,5.45,5.45,5.37,5.43,1062,5741,286,2601335,-,0.86,-0.0036697247706422866,False
314,2609 陽明,2020-04-27,5.46,5.69,5.45,5.69,5682,31770,1328,2601335,-,0.9,0.053703703703703705,漲
315,2609 陽明,2020-04-28,5.7,6.25,5.7,6.25,10874,66103,2388,2601335,-,0.99,0.15740740740740733,漲
316,2609 陽明,2020-04-29,6.32,6.83,6.32,6.79,17084,112996,3463,2601335,-,1.07,0.2597402597402598,漲
317,2609 陽明,2020-04-30,6.8,6.87,6.5,6.77,10184,68704,2441,2601335,-,1.07,0.2467771639042357,漲
318,2609 陽明,2020-05-04,6.56,6.66,6.48,6.57,5292,34922,1019,2601335,-,1.04,0.15465729349736376,漲
319,2609 陽明,2020-05-05,6.57,6.64,6.4,6.43,4522,29322,1148,2601335,-,1.02,0.028799999999999954,False
320,2609 陽明,2020-05-06,6.47,6.47,6.31,6.36,2667,16993,721,2601335,-,1,-0.06332842415316638,跌
321,2609 陽明,2020-05-07,6.32,6.45,6.31,6.38,1812,11581,489,2601335,-,1.01,-0.0576070901033973,跌
322,2609 陽明,2020-05-08,6.4,6.47,6.33,6.37,1918,12222,557,2601335,-,1.01,-0.03044140030441403,跌
323,2609 陽明,2020-05-11,6.37,6.48,6.37,6.45,2249,14503,634,2601335,-,1.02,0.003110419906687475,False
324,2609 陽明,2020-05-12,6.34,6.45,6.28,6.31,2857,18072,724,2601335,-,1,-0.007861635220125897,False
325,2609 陽明,2020-05-13,6.27,6.59,6.26,6.59,1644,10579,541,2601335,-,1.04,0.032915360501567396,漲
326,2609 陽明,2020-05-14,6.5,6.51,6.39,6.39,1851,11943,593,2601335,-,1.01,0.003139717425431644,False
327,2609 陽明,2020-05-15,6.32,6.44,6.3,6.32,1742,11040,426,2601335,-,1.11,-0.020155038759689905,False
328,2609 陽明,2020-05-18,6.32,6.4,6.32,6.36,1011,6437,318,2601335,-,1.12,0.007923930269413742,False
329,2609 陽明,2020-05-19,6.44,6.51,6.4,6.45,2180,14076,599,2601335,-,1.13,-0.021244309559939254,False
330,2609 陽明,2020-05-20,6.49,6.49,6.39,6.4,1439,9262,393,2601335,-,1.12,0.0015649452269171635,False
331,2609 陽明,2020-05-21,6.55,6.89,6.54,6.83,8398,56710,2108,2601335,-,1.2,0.08069620253164553,漲
332,2609 陽明,2020-05-22,6.69,6.82,6.66,6.68,4785,32201,971,2601335,-,1.17,0.05031446540880494,漲
333,2609 陽明,2020-05-25,6.51,6.68,6.46,6.53,1816,11880,540,2601335,-,1.15,0.012403100775193809,False
334,2609 陽明,2020-05-26,6.61,6.62,6.55,6.61,1405,9255,410,2601335,-,1.16,0.032812499999999994,漲
335,2609 陽明,2020-05-27,6.61,6.66,6.53,6.59,2017,13297,455,2601335,-,1.16,-0.03513909224011716,跌
336,2609 陽明,2020-05-28,6.6,6.67,6.52,6.53,2271,14977,564,2601335,-,1.15,-0.0224550898203592,False
337,2609 陽明,2020-05-29,6.53,6.71,6.47,6.5,2362,15556,550,2601335,-,1.14,-0.004594180704441079,False
338,2609 陽明,2020-06-01,6.53,6.61,6.53,6.59,1531,10090,417,2601335,-,1.16,-0.00302571860816951,False
339,2609 陽明,2020-06-02,6.58,6.6,6.51,6.58,1567,10268,357,2601335,-,1.15,-0.001517450682852775,False
340,2609 陽明,2020-06-03,6.57,6.65,6.57,6.61,1801,11914,495,2601335,-,1.16,0.012251148545176121,False
341,2609 陽明,2020-06-04,6.63,6.72,6.6,6.65,2838,18865,756,2601335,-,1.17,0.02307692307692313,False
342,2609 陽明,2020-06-05,6.64,6.88,6.64,6.85,6307,42790,1445,2601335,-,1.2,0.03945371775417296,漲
343,2609 陽明,2020-06-08,6.95,6.97,6.8,6.85,3559,24382,1021,2601335,-,1.2,0.04103343465045586,漲
344,2609 陽明,2020-06-09,6.85,6.93,6.79,6.89,3021,20694,811,2601335,-,1.21,0.042360060514372064,漲
345,2609 陽明,2020-06-10,6.87,6.89,6.8,6.84,2726,18639,633,2601335,-,1.2,0.028571428571428494,False
346,2609 陽明,2020-06-11,6.84,6.84,6.54,6.54,3550,23731,998,2601335,-,1.15,-0.04525547445255469,跌
347,2609 陽明,2020-06-12,6.36,6.45,6.31,6.42,2565,16376,675,2601335,-,1.13,-0.06277372262773719,跌
348,2609 陽明,2020-06-15,6.45,6.45,6.32,6.42,2047,13039,547,2601335,-,1.13,-0.06821480406386063,跌
349,2609 陽明,2020-06-16,6.55,6.64,6.49,6.59,2397,15741,598,2601335,-,1.16,-0.03654970760233918,跌
350,2609 陽明,2020-06-17,6.62,6.64,6.55,6.55,906,5963,327,2601335,-,1.15,0.0015290519877675516,False
351,2609 陽明,2020-06-18,6.59,6.59,6.44,6.49,1608,10432,475,2601335,-,1.14,0.010903426791277303,False
352,2609 陽明,2020-06-19,6.47,6.59,6.45,6.59,1884,12299,437,2601335,-,1.16,0.02647975077881619,False
353,2609 陽明,2020-06-22,6.59,6.7,6.55,6.59,2254,14937,586,2601335,-,1.16,0.0,False
354,2609 陽明,2020-06-23,6.61,6.65,6.54,6.59,1357,8937,403,2601335,-,1.16,0.00610687022900764,False
355,2609 陽明,2020-06-24,6.59,6.6,6.53,6.54,1061,6951,273,2601335,-,1.15,0.0077041602465331,False
356,2609 陽明,2020-06-29,6.52,6.52,6.42,6.47,1359,8774,385,2601335,-,1.14,-0.018209408194233705,False
357,2609 陽明,2020-06-30,6.48,6.57,6.44,6.5,1034,6732,263,2601335,-,1.14,-0.013657056145675243,False
358,2609 陽明,2020-07-01,6.51,6.55,6.45,6.45,1221,7924,400,2601335,-,1.13,-0.021244309559939254,False
359,2609 陽明,2020-07-02,6.45,6.48,6.41,6.45,2464,15857,493,2601335,-,1.13,-0.013761467889908235,False
360,2609 陽明,2020-07-03,6.5,6.59,6.45,6.51,2557,16680,666,2601335,-,1.14,0.0061823802163833135,False
361,2609 陽明,2020-07-06,6.56,6.59,6.51,6.56,2522,16520,710,2601335,-,1.15,0.009230769230769171,False
362,2609 陽明,2020-07-07,6.59,6.62,6.5,6.53,1952,12772,492,2601335,-,1.15,0.012403100775193809,False
363,2609 陽明,2020-07-08,6.59,6.7,6.54,6.65,2931,19384,766,2601335,-,1.17,0.031007751937984523,漲
364,2609 陽明,2020-07-09,6.66,6.72,6.57,6.57,2792,18518,584,2601335,-,1.15,0.009216589861751228,False
365,2609 陽明,2020-07-10,6.55,6.55,6.36,6.4,2889,18561,773,2601335,-,1.12,-0.02439024390243891,False
366,2609 陽明,2020-07-13,6.5,6.5,6.4,6.4,1515,9726,496,2601335,-,1.12,-0.01990811638591116,False
367,2609 陽明,2020-07-14,6.37,6.39,6.34,6.34,1438,9151,465,2601335,-,1.11,-0.04661654135338353,跌
368,2609 陽明,2020-07-15,6.34,6.4,6.34,6.35,2413,15362,440,2601335,-,1.11,-0.0334855403348555,跌
369,2609 陽明,2020-07-16,6.36,6.46,6.35,6.42,1340,8569,382,2601335,-,1.13,0.0031249999999999334,False
370,2609 陽明,2020-07-17,6.49,6.49,6.28,6.31,2110,13386,544,2601335,-,1.11,-0.014062500000000117,False
371,2609 陽明,2020-07-20,6.31,6.31,6.26,6.28,755,4743,262,2601335,-,1.1,-0.00946372239747628,False
372,2609 陽明,2020-07-21,6.31,6.41,6.29,6.34,1467,9329,507,2601335,-,1.11,-0.0015748031496062658,False
373,2609 陽明,2020-07-22,6.34,6.44,6.34,6.39,818,5223,294,2601335,-,1.12,-0.004672897196261721,False
374,2609 陽明,2020-07-23,6.39,6.42,6.34,6.37,646,4118,225,2601335,-,1.12,0.009508716323296435,False
375,2609 陽明,2020-07-24,6.37,6.37,6.25,6.25,1622,10199,459,2601335,-,1.1,-0.004777070063694307,False
376,2609 陽明,2020-07-27,6.26,6.32,6.08,6.1,2620,16144,685,2601335,-,1.07,-0.0378548895899054,跌
377,2609 陽明,2020-07-28,6.1,6.13,6.06,6.06,2116,12874,451,2601335,-,1.06,-0.05164319248826293,跌
378,2609 陽明,2020-07-29,6.07,6.31,6.07,6.24,1728,10774,451,2601335,-,1.09,-0.020408163265306107,False
379,2609 陽明,2020-07-30,6.25,6.26,6.2,6.24,1704,10619,347,2601335,-,1.09,-0.0015999999999999658,False
380,2609 陽明,2020-07-31,6.25,6.36,6.24,6.31,1513,9549,399,2601335,-,1.11,0.034426229508196717,漲
381,2609 陽明,2020-08-03,6.3,6.43,6.26,6.29,1999,12706,548,2601335,-,1.1,0.037953795379538025,漲
382,2609 陽明,2020-08-04,6.32,6.33,6.25,6.25,1274,8008,358,2601335,-,1.1,0.0016025641025640682,False
383,2609 陽明,2020-08-05,6.26,6.28,6.24,6.25,1055,6607,311,2601335,-,1.1,0.0016025641025640682,False
384,2609 陽明,2020-08-06,6.26,6.57,6.26,6.38,4874,31242,1049,2601335,-,1.12,0.011093502377179126,False
385,2609 陽明,2020-08-07,6.4,6.52,6.39,6.46,2546,16403,752,2601335,-,1.13,0.027027027027027015,False
386,2609 陽明,2020-08-10,6.45,7.1,6.45,7.1,17196,117175,3583,2601335,-,1.25,0.13599999999999995,漲
387,2609 陽明,2020-08-11,7.6,7.81,7.4,7.81,30066,230914,4892,2601335,-,1.37,0.24959999999999993,漲
388,2609 陽明,2020-08-12,7.75,7.75,7.26,7.69,22736,169769,5014,2601335,-,1.35,0.20532915360501575,漲
389,2609 陽明,2020-08-13,7.65,8.25,7.54,7.89,15396,121926,4113,2601335,-,1.38,0.22136222910216713,漲
390,2609 陽明,2020-08-14,8.0,8.67,7.9,8.59,30176,253598,7075,2601335,-,1.42,0.20985915492957752,漲
391,2609 陽明,2020-08-17,8.47,8.8,8.18,8.62,22705,194228,5592,2601335,-,1.43,0.10371318822023043,漲
392,2609 陽明,2020-08-18,8.61,8.62,8.27,8.43,13577,114562,3210,2601335,-,1.4,0.09622886866059809,漲
393,2609 陽明,2020-08-19,8.5,8.64,8.2,8.24,11621,97699,3020,2601335,-,1.36,0.044359949302915154,漲
394,2609 陽明,2020-08-20,8.25,8.34,7.5,7.67,18156,143152,4285,2601335,-,1.27,-0.10710128055878929,跌
395,2609 陽明,2020-08-21,7.86,8.05,7.81,7.84,12088,95763,3358,2601335,-,1.3,-0.09048723897911827,跌
396,2609 陽明,2020-08-24,7.9,8.07,7.7,7.95,7957,62453,1935,2601335,-,1.32,-0.05693950177935938,跌
397,2609 陽明,2020-08-25,8.12,8.74,8.01,8.74,25042,213602,5522,2601335,-,1.45,0.06067961165048544,漲
398,2609 陽明,2020-08-26,8.93,9.61,8.9,9.61,57926,545575,13264,2601335,-,1.59,0.25293350717079527,漲
399,2609 陽明,2020-08-27,9.69,9.69,9.11,9.36,35696,336431,9456,2601335,-,1.55,0.1938775510204081,漲
400,2609 陽明,2020-08-28,9.36,9.45,9.1,9.21,14392,133602,3939,2601335,-,1.52,0.15849056603773592,漲
401,2609 陽明,2020-08-31,9.6,10.1,9.6,10.1,27551,274102,5062,2601335,-,1.67,0.1556064073226544,漲
402,2609 陽明,2020-09-01,10.2,10.95,10.2,10.6,55635,587406,12235,2601335,-,1.75,0.10301768990634759,漲
403,2609 陽明,2020-09-02,10.55,11.05,10.2,11.0,34960,372314,8007,2601345,-,1.82,0.17521367521367529,漲
404,2609 陽明,2020-09-03,10.9,11.3,10.75,11.05,30875,340872,7285,2601345,-,1.83,0.19978284473398478,漲
405,2609 陽明,2020-09-04,10.6,11.5,10.6,11.5,31938,353772,6795,2601345,-,1.9,0.13861386138613865,漲
406,2609 陽明,2020-09-07,11.6,12.3,11.55,11.95,44018,523148,10972,2601345,-,1.98,0.1273584905660377,漲
407,2609 陽明,2020-09-08,11.9,11.9,11.15,11.25,41568,476578,9557,2601345,-,1.86,0.022727272727272728,False
408,2609 陽明,2020-09-09,10.95,11.35,10.65,11.3,19865,219683,4883,2601345,-,1.87,0.02262443438914027,False
409,2609 陽明,2020-09-10,11.45,11.45,10.85,10.95,21500,238116,4967,2601345,-,1.81,-0.0478260869565218,跌
410,2609 陽明,2020-09-11,11.1,11.15,10.15,10.2,41200,437214,8551,2601345,-,1.69,-0.14644351464435149,跌
411,2609 陽明,2020-09-14,10.35,10.55,9.91,10.1,25275,257206,5032,2601345,-,1.67,-0.10222222222222226,跌
412,2609 陽明,2020-09-15,10.3,10.3,10.05,10.2,9747,98923,2261,2601345,-,1.69,-0.09734513274336296,跌
413,2609 陽明,2020-09-16,10.2,10.2,9.78,9.81,20014,197782,5514,2601345,-,1.62,-0.10410958904109578,跌
414,2609 陽明,2020-09-17,9.8,10.2,9.8,9.91,10147,100954,2688,2601345,-,1.64,-0.028431372549019528,False
415,2609 陽明,2020-09-18,9.93,9.99,9.86,9.88,7133,70684,1860,2601345,-,1.64,-0.02178217821782167,False
416,2609 陽明,2020-09-21,9.91,9.99,9.84,9.88,8506,84259,1875,2601345,-,1.64,-0.0313725490196077,跌
417,2609 陽明,2020-09-22,10.0,10.05,9.8,9.97,14181,141351,3535,2601345,-,1.65,0.016309887869520912,False
418,2609 陽明,2020-09-23,9.98,9.98,9.44,9.44,16473,158850,4266,2601345,-,1.56,-0.04742684157416757,跌
419,2609 陽明,2020-09-24,9.35,9.4,9.01,9.01,13311,122171,3392,2601345,-,1.49,-0.08805668016194342,跌
420,2609 陽明,2020-09-25,9.1,9.75,9.1,9.75,21580,204415,5570,2601345,-,1.61,-0.013157894736842183,False
421,2609 陽明,2020-09-28,9.6,9.73,9.3,9.45,12090,115341,3209,2601345,-,1.56,-0.052156469408224805,跌
422,2609 陽明,2020-09-29,9.45,9.82,9.45,9.61,9852,95048,2295,2601345,-,1.59,0.01800847457627118,False
423,2609 陽明,2020-09-30,9.55,9.82,9.49,9.7,6930,67003,1596,2622624,-,1.61,0.07658157602663701,漲
424,2609 陽明,2020-10-05,9.79,10.15,9.77,10.15,19513,195304,3510,2622624,-,1.68,0.04102564102564106,漲
425,2609 陽明,2020-10-06,10.15,10.15,9.97,10.15,13208,132809,2705,2622624,-,1.68,0.0740740740740742,漲
426,2609 陽明,2020-10-07,10.15,10.5,10.1,10.2,13308,136873,2757,2622624,-,1.69,0.06139438085327782,漲
427,2609 陽明,2020-10-08,10.25,10.3,9.98,10.05,9211,92386,2108,2622624,-,1.66,0.03608247422680427,漲
428,2609 陽明,2020-10-12,10.15,10.15,9.85,10.0,7526,75031,2141,2622624,-,1.66,-0.014778325123152743,False
429,2609 陽明,2020-10-13,9.95,10.4,9.9,10.25,19625,200465,4018,2622624,-,1.7,0.009852216748768438,False
430,2609 陽明,2020-10-14,10.1,10.25,10.05,10.2,8181,83115,2003,2622624,-,1.69,0.0,False
431,2609 陽明,2020-10-15,10.25,10.6,10.15,10.4,17931,186949,3867,2622624,-,1.72,0.03482587064676613,漲
432,2609 陽明,2020-10-16,10.6,10.65,10.3,10.4,20079,210638,3646,2622624,-,1.72,0.040000000000000036,漲
433,2609 陽明,2020-10-19,10.6,10.75,10.4,10.45,9635,101411,2051,2622624,-,1.73,0.01951219512195115,False
434,2609 陽明,2020-10-20,10.4,10.7,10.2,10.6,12168,127102,2760,2622624,-,1.75,0.03921568627450984,漲
435,2609 陽明,2020-10-21,10.65,10.7,10.45,10.55,8004,84341,1819,2622624,-,1.75,0.014423076923076957,False
436,2609 陽明,2020-10-22,10.55,10.6,10.3,10.45,7457,77884,1716,2622624,-,1.73,0.004807692307692205,False
437,2609 陽明,2020-10-23,10.5,11.1,10.4,11.0,33704,365185,6753,2622624,-,1.82,0.052631578947368494,漲
438,2609 陽明,2020-10-26,11.15,12.1,11.1,12.1,111521,1334968,15536,2622624,-,2,0.14150943396226415,漲
439,2609 陽明,2020-10-27,11.9,12.0,11.4,12.0,73994,866224,14536,2622624,-,1.99,0.13744075829383878,漲
440,2609 陽明,2020-10-28,11.95,12.0,11.3,11.45,43601,505534,9072,2622624,-,1.9,0.09569377990430622,漲
441,2609 陽明,2020-10-29,11.05,11.65,10.9,11.6,42348,474464,7384,2622624,-,1.92,0.054545454545454515,漲
442,2609 陽明,2020-10-30,11.7,12.0,11.3,11.5,50815,590961,9834,2645912,-,1.9,-0.049586776859504106,跌
443,2609 陽明,2020-11-02,11.7,11.85,11.4,11.6,32654,381400,5857,2645912,-,1.92,-0.03333333333333336,跌
444,2609 陽明,2020-11-03,11.7,11.95,11.5,11.75,29608,347585,5825,2645912,-,1.95,0.02620087336244548,False
445,2609 陽明,2020-11-04,11.95,12.6,11.6,12.5,65400,786277,12626,2645912,-,2.07,0.07758620689655175,漲
446,2609 陽明,2020-11-05,12.4,12.6,12.05,12.25,58581,720066,12380,2645912,-,2.03,0.06521739130434782,漲
