,證券代碼,年月日,收盤價(元),單日漲跌幅(%),label
0,2603 長榮,2019-01-02,11.7884,,跌
1,2603 長榮,2019-01-03,11.7389,-0.004199043127141945,跌
2,2603 長榮,2019-01-04,11.4912,-0.021100784570956398,跌
3,2603 長榮,2019-01-07,11.838,0.030179615705931497,漲
4,2603 長榮,2019-01-08,11.7389,-0.008371346511235004,跌
5,2603 長榮,2019-01-09,11.937,0.01687551644532283,漲
6,2603 長榮,2019-01-10,11.8875,-0.004146770545363165,跌
7,2603 長榮,2019-01-11,11.838,-0.004164037854889598,跌
8,2603 長榮,2019-01-14,11.6398,-0.016742693022470008,跌
9,2603 長榮,2019-01-15,11.9866,0.029794326362995928,漲
10,2603 長榮,2019-01-16,11.8875,-0.008267565448083691,跌
11,2603 長榮,2019-01-17,11.8875,0.0,跌
12,2603 長榮,2019-01-18,11.937,0.004164037854889598,漲
13,2603 長榮,2019-01-21,11.937,0.0,跌
14,2603 長榮,2019-01-22,11.9866,0.004155147859596203,漲
15,2603 長榮,2019-01-23,11.7884,-0.016535130896167382,跌
16,2603 長榮,2019-01-24,11.8875,0.008406569169692237,漲
17,2603 長榮,2019-01-25,11.937,0.004164037854889598,漲
18,2603 長榮,2019-01-28,11.937,0.0,跌
19,2603 長榮,2019-01-29,11.937,0.0,跌
20,2603 長榮,2019-01-30,11.838,-0.00829354109072633,跌
21,2603 長榮,2019-02-11,11.838,0.0,跌
22,2603 長榮,2019-02-12,11.7884,-0.004189896942051011,跌
23,2603 長榮,2019-02-13,11.7389,-0.004199043127141945,跌
24,2603 長榮,2019-02-14,11.7884,0.004216749439896422,漲
25,2603 長榮,2019-02-15,11.7389,-0.004199043127141945,跌
26,2603 長榮,2019-02-18,11.7389,0.0,跌
27,2603 長榮,2019-02-19,11.7884,0.004216749439896422,漲
28,2603 長榮,2019-02-20,11.8875,0.008406569169692237,漲
29,2603 長榮,2019-02-21,12.1352,0.020837013669821245,漲
30,2603 長榮,2019-02-22,12.0361,-0.008166326059727072,跌
31,2603 長榮,2019-02-25,12.1352,0.008233564028215117,漲
32,2603 長榮,2019-02-26,12.3828,0.02040345441360672,漲
33,2603 長榮,2019-02-27,12.3333,-0.003997480376005435,跌
34,2603 長榮,2019-03-04,12.2837,-0.004021632490898613,跌
35,2603 長榮,2019-03-05,12.0856,-0.016127062692836862,跌
36,2603 長榮,2019-03-06,12.1352,0.004104057721586009,漲
37,2603 長榮,2019-03-07,12.0361,-0.008166326059727072,跌
38,2603 長榮,2019-03-08,12.0361,0.0,跌
39,2603 長榮,2019-03-11,12.0856,0.004112627844567601,漲
40,2603 長榮,2019-03-12,12.1847,0.008199841133249484,漲
41,2603 長榮,2019-03-13,12.0856,-0.008133150590494635,跌
42,2603 長榮,2019-03-14,11.937,-0.01229562454491296,跌
43,2603 長榮,2019-03-15,12.0856,0.012448688950322532,漲
44,2603 長榮,2019-03-18,12.0361,-0.004095783411663475,跌
45,2603 長榮,2019-03-19,12.0361,0.0,跌
46,2603 長榮,2019-03-20,12.0361,0.0,跌
47,2603 長榮,2019-03-21,12.0361,0.0,跌
48,2603 長榮,2019-03-22,12.1352,0.008233564028215117,漲
49,2603 長榮,2019-03-25,11.7884,-0.02857802096380777,跌
50,2603 長榮,2019-03-26,11.7389,-0.004199043127141945,跌
51,2603 長榮,2019-03-27,11.5903,-0.012658767005426409,跌
52,2603 長榮,2019-03-28,11.5903,0.0,跌
53,2603 長榮,2019-03-29,11.838,0.021371319120298875,漲
54,2603 長榮,2019-04-01,11.7389,-0.008371346511235004,跌
55,2603 長榮,2019-04-02,11.7884,0.004216749439896422,漲
56,2603 長榮,2019-04-03,11.8875,0.008406569169692237,漲
57,2603 長榮,2019-04-08,11.937,0.004164037854889598,漲
58,2603 長榮,2019-04-09,11.937,0.0,跌
59,2603 長榮,2019-04-10,11.937,0.0,跌
60,2603 長榮,2019-04-11,12.0856,0.012448688950322532,漲
61,2603 長榮,2019-04-12,12.0856,0.0,跌
62,2603 長榮,2019-04-15,12.4819,0.03279109022307541,漲
63,2603 長榮,2019-04-16,12.5314,0.003965742394987951,漲
64,2603 長榮,2019-04-17,12.5809,0.003950077405557248,漲
65,2603 長榮,2019-04-18,12.4819,-0.007869071370092776,跌
66,2603 長榮,2019-04-19,12.8286,0.02777621996651153,漲
67,2603 長榮,2019-04-22,13.1753,0.027025552281620773,漲
68,2603 長榮,2019-04-23,13.3239,0.011278680561353447,漲
