,證券代碼,年月日,收盤價(元),單日漲跌幅(%),label
63,2609 陽明,2019-04-16,8.82,-0.001132502831257054,跌
64,2609 陽明,2019-04-17,8.9,0.009070294784580506,漲
65,2609 陽明,2019-04-18,8.81,-0.010112359550561782,跌
66,2609 陽明,2019-04-19,8.89,0.0090805902383655,漲
67,2609 陽明,2019-04-22,8.93,0.004499437570303616,漲
68,2609 陽明,2019-04-23,8.9,-0.0033594624860021683,跌
69,2609 陽明,2019-04-24,8.81,-0.010112359550561782,跌
70,2609 陽明,2019-04-25,8.84,0.003405221339386987,漲
71,2609 陽明,2019-04-26,8.79,-0.005656108597285148,跌
72,2609 陽明,2019-04-29,8.73,-0.006825938566552756,跌
73,2609 陽明,2019-04-30,8.77,0.004581901489117886,漲
74,2609 陽明,2019-05-02,8.87,0.011402508551881374,漲
75,2609 陽明,2019-05-03,8.9,0.0033821871476889674,漲
76,2609 陽明,2019-05-06,8.74,-0.017977528089887656,跌
77,2609 陽明,2019-05-07,8.7,-0.004576659038901708,跌
78,2609 陽明,2019-05-08,8.64,-0.006896551724137784,跌
79,2609 陽明,2019-05-09,8.52,-0.013888888888889003,跌
80,2609 陽明,2019-05-10,8.48,-0.004694835680751074,跌
81,2609 陽明,2019-05-13,8.4,-0.009433962264150952,跌
82,2609 陽明,2019-05-14,8.3,-0.011904761904761862,跌
83,2609 陽明,2019-05-15,8.3,0.0,跌
84,2609 陽明,2019-05-16,8.12,-0.021686746987951984,跌
85,2609 陽明,2019-05-17,7.96,-0.019704433497536856,跌
86,2609 陽明,2019-05-20,7.97,0.001256281407035149,漲
87,2609 陽明,2019-05-21,8.2,0.02885821831869505,漲
88,2609 陽明,2019-05-22,8.2,0.0,跌
89,2609 陽明,2019-05-23,8.06,-0.017073170731707173,跌
90,2609 陽明,2019-05-24,8.04,-0.002481389578163939,跌
91,2609 陽明,2019-05-27,8.01,-0.0037313432835820106,跌
92,2609 陽明,2019-05-28,8.06,0.0062421972534332975,漲
93,2609 陽明,2019-05-29,8.01,-0.006203473945409517,跌
94,2609 陽明,2019-05-30,8.01,0.0,跌
95,2609 陽明,2019-05-31,8.13,0.014981273408239825,漲
96,2609 陽明,2019-06-03,8.03,-0.012300123001230186,跌
97,2609 陽明,2019-06-04,8.0,-0.003735990037359821,跌
98,2609 陽明,2019-06-05,8.0,0.0,跌
99,2609 陽明,2019-06-06,7.97,-0.003750000000000031,跌
100,2609 陽明,2019-06-10,7.97,0.0,跌
101,2609 陽明,2019-06-11,8.0,0.003764115432873306,漲
102,2609 陽明,2019-06-12,7.99,-0.0012499999999999734,跌
103,2609 陽明,2019-06-13,7.98,-0.0012515644555694352,跌
104,2609 陽明,2019-06-14,8.09,0.013784461152882134,漲
105,2609 陽明,2019-06-17,8.08,-0.0012360939431396523,跌
106,2609 陽明,2019-06-18,8.11,0.0037128712871286338,漲
107,2609 陽明,2019-06-19,8.17,0.007398273736128298,漲
108,2609 陽明,2019-06-20,8.25,0.009791921664626693,漲
109,2609 陽明,2019-06-21,8.15,-0.012121212121212078,跌
110,2609 陽明,2019-06-24,8.21,0.00736196319018411,漲
111,2609 陽明,2019-06-25,8.15,-0.007308160779537209,跌
112,2609 陽明,2019-06-26,8.15,0.0,跌
113,2609 陽明,2019-06-27,8.14,-0.0012269938650306487,跌
114,2609 陽明,2019-06-28,8.16,0.0024570024570024045,漲
115,2609 陽明,2019-07-01,8.16,0.0,跌
116,2609 陽明,2019-07-02,8.2,0.004901960784313621,漲
117,2609 陽明,2019-07-03,8.17,-0.003658536585365776,跌
118,2609 陽明,2019-07-04,8.54,0.04528763769889831,漲
119,2609 陽明,2019-07-05,8.51,-0.0035128805620608153,跌
120,2609 陽明,2019-07-08,8.45,-0.007050528789659283,跌
121,2609 陽明,2019-07-09,8.4,-0.0059171597633134836,跌
122,2609 陽明,2019-07-10,8.45,0.005952380952380825,漲
123,2609 陽明,2019-07-11,8.72,0.031952662721893656,漲
124,2609 陽明,2019-07-12,8.7,-0.0022935779816515307,跌
125,2609 陽明,2019-07-15,8.68,-0.002298850574712595,跌
126,2609 陽明,2019-07-16,8.89,0.024193548387096874,漲
127,2609 陽明,2019-07-17,9.0,0.012373453318335143,漲
128,2609 陽明,2019-07-18,9.01,0.0011111111111110875,漲
129,2609 陽明,2019-07-19,9.09,0.00887902330743619,漲
130,2609 陽明,2019-07-22,9.16,0.007700770077007732,漲
131,2609 陽明,2019-07-23,8.98,-0.01965065502183403,跌
132,2609 陽明,2019-07-24,8.9,-0.008908685968819607,跌
133,2609 陽明,2019-07-25,8.98,0.008988764044943828,漲
134,2609 陽明,2019-07-26,8.94,-0.004454342984409903,跌
135,2609 陽明,2019-07-29,8.88,-0.006711409395973012,跌
136,2609 陽明,2019-07-30,8.86,-0.002252252252252404,跌
137,2609 陽明,2019-07-31,8.73,-0.014672686230248196,跌
138,2609 陽明,2019-08-01,8.69,-0.004581901489118089,跌
139,2609 陽明,2019-08-02,8.48,-0.024165707710011402,跌
140,2609 陽明,2019-08-05,8.35,-0.015330188679245375,跌
141,2609 陽明,2019-08-06,8.37,0.0023952095808382726,漲
142,2609 陽明,2019-08-07,8.37,0.0,跌
143,2609 陽明,2019-08-08,8.45,0.00955794504181602,漲
144,2609 陽明,2019-08-12,8.43,-0.0023668639053253935,跌
145,2609 陽明,2019-08-13,8.17,-0.030842230130486335,跌
146,2609 陽明,2019-08-14,8.05,-0.01468788249693993,跌
147,2609 陽明,2019-08-15,7.9,-0.01863354037267085,跌
148,2609 陽明,2019-08-16,8.1,0.02531645569620244,漲
149,2609 陽明,2019-08-19,8.04,-0.007407407407407469,跌
150,2609 陽明,2019-08-20,7.97,-0.008706467661691468,跌
151,2609 陽明,2019-08-21,8.0,0.003764115432873306,漲
152,2609 陽明,2019-08-22,7.99,-0.0012499999999999734,跌
153,2609 陽明,2019-08-23,7.98,-0.0012515644555694352,跌
154,2609 陽明,2019-08-26,7.88,-0.012531328320802072,跌
155,2609 陽明,2019-08-27,7.86,-0.0025380710659897937,跌
156,2609 陽明,2019-08-28,7.89,0.0038167938931296893,漲
157,2609 陽明,2019-08-29,7.92,0.0038022813688213244,漲
158,2609 陽明,2019-08-30,7.96,0.005050505050505055,漲
159,2609 陽明,2019-09-02,8.03,0.008793969849246155,漲
160,2609 陽明,2019-09-03,8.04,0.0012453300124532737,漲
161,2609 陽明,2019-09-04,8.05,0.0012437810945275577,漲
162,2609 陽明,2019-09-05,8.04,-0.0012422360248449146,跌
163,2609 陽明,2019-09-06,8.03,-0.0012437810945273367,跌
164,2609 陽明,2019-09-09,8.01,-0.0024906600249065473,跌
165,2609 陽明,2019-09-10,8.01,0.0,跌
166,2609 陽明,2019-09-11,7.96,-0.0062421972534331864,跌
167,2609 陽明,2019-09-12,8.02,0.007537688442211006,漲
168,2609 陽明,2019-09-16,7.97,-0.00623441396508726,跌
169,2609 陽明,2019-09-17,7.88,-0.011292346298619808,跌
170,2609 陽明,2019-09-18,8.0,0.0152284263959391,漲
171,2609 陽明,2019-09-19,7.93,-0.008750000000000036,跌
172,2609 陽明,2019-09-20,7.9,-0.003783102143757801,跌
173,2609 陽明,2019-09-23,7.94,0.005063291139240511,漲
174,2609 陽明,2019-09-24,7.9,-0.005037783375314866,跌
175,2609 陽明,2019-09-25,7.87,-0.0037974683544304113,跌
176,2609 陽明,2019-09-26,7.88,0.0012706480304955257,漲
177,2609 陽明,2019-09-27,7.8,-0.0101522842639594,跌
178,2609 陽明,2019-10-01,7.82,0.0025641025641026235,漲
179,2609 陽明,2019-10-02,7.77,-0.006393861892583211,跌
180,2609 陽明,2019-10-03,7.65,-0.015444015444015344,跌
181,2609 陽明,2019-10-04,7.68,0.003921568627450896,漲
182,2609 陽明,2019-10-07,7.65,-0.0039062499999999167,跌
183,2609 陽明,2019-10-08,7.55,-0.013071895424836671,跌
184,2609 陽明,2019-10-09,7.48,-0.009271523178807868,跌
185,2609 陽明,2019-10-14,7.6,0.016042780748662996,漲
186,2609 陽明,2019-10-15,7.53,-0.009210526315789395,跌
187,2609 陽明,2019-10-16,7.61,0.010624169986719797,漲
188,2609 陽明,2019-10-17,7.63,0.0026281208935610475,漲
189,2609 陽明,2019-10-18,7.64,0.0013106159895150441,漲
190,2609 陽明,2019-10-21,7.68,0.005235602094240842,漲
191,2609 陽明,2019-10-22,7.75,0.00911458333333337,漲
192,2609 陽明,2019-10-23,7.72,-0.003870967741935516,跌
193,2609 陽明,2019-10-24,7.73,0.0012953367875648543,漲
194,2609 陽明,2019-10-25,7.69,-0.005174644243208283,跌
195,2609 陽明,2019-10-28,7.69,0.0,跌
196,2609 陽明,2019-10-29,7.64,-0.006501950585175644,跌
197,2609 陽明,2019-10-30,7.6,-0.005235602094240842,跌
198,2609 陽明,2019-10-31,7.58,-0.002631578947368365,跌
199,2609 陽明,2019-11-01,7.59,0.0013192612137202884,漲
200,2609 陽明,2019-11-04,7.59,0.0,跌
201,2609 陽明,2019-11-05,7.58,-0.0013175230566534633,跌
202,2609 陽明,2019-11-06,7.57,-0.0013192612137202884,跌
203,2609 陽明,2019-11-07,7.57,0.0,跌
204,2609 陽明,2019-11-08,7.54,-0.0039630118890357,跌
205,2609 陽明,2019-11-11,7.51,-0.003978779840848839,跌
206,2609 陽明,2019-11-12,7.48,-0.0039946737683088365,跌
207,2609 陽明,2019-11-13,7.45,-0.004010695187165809,跌
208,2609 陽明,2019-11-14,7.33,-0.016107382550335586,跌
209,2609 陽明,2019-11-15,7.22,-0.015006821282401136,跌
210,2609 陽明,2019-11-18,7.07,-0.020775623268697987,跌
211,2609 陽明,2019-11-19,7.02,-0.007072135785007172,跌
212,2609 陽明,2019-11-20,7.03,0.0014245014245015208,漲
213,2609 陽明,2019-11-21,7.02,-0.001422475106685729,跌
214,2609 陽明,2019-11-22,7.05,0.0042735042735043095,漲
215,2609 陽明,2019-11-25,7.06,0.0014184397163120265,漲
216,2609 陽明,2019-11-26,7.05,-0.0014164305949008198,跌
217,2609 陽明,2019-11-27,7.1,0.007092198581560258,漲
218,2609 陽明,2019-11-28,7.09,-0.0014084507042253223,跌
219,2609 陽明,2019-11-29,7.29,0.028208744710860392,漲
220,2609 陽明,2019-12-02,7.52,0.03155006858710556,漲
221,2609 陽明,2019-12-03,7.5,-0.00265957446808505,跌
222,2609 陽明,2019-12-04,7.49,-0.0013333333333333049,跌
223,2609 陽明,2019-12-05,7.41,-0.010680907877169568,跌
224,2609 陽明,2019-12-06,7.29,-0.016194331983805682,跌
225,2609 陽明,2019-12-09,7.27,-0.00274348422496577,跌
226,2609 陽明,2019-12-10,7.3,0.00412654745529577,漲
227,2609 陽明,2019-12-11,7.28,-0.0027397260273972017,跌
228,2609 陽明,2019-12-12,7.27,-0.0013736263736264663,跌
229,2609 陽明,2019-12-13,7.26,-0.0013755158184318827,跌
230,2609 陽明,2019-12-16,7.26,0.0,跌
231,2609 陽明,2019-12-17,7.31,0.006887052341597772,漲
232,2609 陽明,2019-12-18,7.37,0.008207934336525377,漲
233,2609 陽明,2019-12-19,7.31,-0.008141112618724626,跌
234,2609 陽明,2019-12-20,7.23,-0.0109439124487003,跌
235,2609 陽明,2019-12-23,7.24,0.0013831258644536356,漲
236,2609 陽明,2019-12-24,7.23,-0.0013812154696132301,跌
237,2609 陽明,2019-12-25,7.24,0.0013831258644536356,漲
238,2609 陽明,2019-12-26,7.23,-0.0013812154696132301,跌
239,2609 陽明,2019-12-27,7.2,-0.00414937759336103,跌
240,2609 陽明,2019-12-30,7.2,0.0,跌
241,2609 陽明,2019-12-31,7.21,0.0013888888888888592,漲
242,2609 陽明,2020-01-02,7.28,0.009708737864077709,漲
243,2609 陽明,2020-01-03,7.32,0.005494505494505499,漲
244,2609 陽明,2020-01-06,7.26,-0.008196721311475478,跌
245,2609 陽明,2020-01-07,7.28,0.0027548209366391823,漲
246,2609 陽明,2020-01-08,7.2,-0.010989010989010999,跌
247,2609 陽明,2020-01-09,7.22,0.0027777777777777185,漲
248,2609 陽明,2020-01-10,7.23,0.0013850415512466309,漲
249,2609 陽明,2020-01-13,7.22,-0.0013831258644537586,跌
250,2609 陽明,2020-01-14,7.22,0.0,跌
251,2609 陽明,2020-01-15,7.25,0.004155124653739647,漲
252,2609 陽明,2020-01-16,7.27,0.0027586206896551137,漲
253,2609 陽明,2020-01-17,7.25,-0.0027510316368637654,跌
254,2609 陽明,2020-01-20,7.18,-0.009655172413793142,跌
255,2609 陽明,2020-01-30,6.67,-0.07103064066852365,跌
256,2609 陽明,2020-01-31,6.77,0.014992503748125883,漲
257,2609 陽明,2020-02-03,6.46,-0.045790251107828604,跌
258,2609 陽明,2020-02-04,6.49,0.0046439628482972525,漲
259,2609 陽明,2020-02-05,6.52,0.004622496147919778,漲
260,2609 陽明,2020-02-06,6.68,0.024539877300613522,漲
261,2609 陽明,2020-02-07,6.58,-0.014970059880239469,跌
262,2609 陽明,2020-02-10,6.48,-0.015197568389057697,跌
263,2609 陽明,2020-02-11,6.47,-0.0015432098765433139,跌
264,2609 陽明,2020-02-12,6.53,0.009273570324575039,漲
265,2609 陽明,2020-02-13,6.6,0.010719754977029004,漲
266,2609 陽明,2020-02-14,6.58,-0.0030303030303029657,跌
267,2609 陽明,2020-02-17,6.6,0.0030395136778114855,漲
268,2609 陽明,2020-02-18,6.99,0.05909090909090918,漲
269,2609 陽明,2020-02-19,7.21,0.03147353361945633,漲
270,2609 陽明,2020-02-20,7.14,-0.009708737864077709,跌
271,2609 陽明,2020-02-21,7.09,-0.007002801120448154,跌
272,2609 陽明,2020-02-24,6.94,-0.0211565585331452,跌
273,2609 陽明,2020-02-25,6.91,-0.004322766570605223,跌
274,2609 陽明,2020-02-26,6.85,-0.008683068017366208,跌
275,2609 陽明,2020-02-27,6.93,0.011678832116788333,漲
276,2609 陽明,2020-03-02,6.77,-0.02308802308802311,跌
277,2609 陽明,2020-03-03,6.78,0.0014771048744461855,漲
278,2609 陽明,2020-03-04,6.86,0.011799410029498535,漲
279,2609 陽明,2020-03-05,6.9,0.005830903790087469,漲
280,2609 陽明,2020-03-06,6.81,-0.013043478260869672,跌
281,2609 陽明,2020-03-09,6.58,-0.0337738619676945,跌
282,2609 陽明,2020-03-10,6.63,0.007598784194528849,漲
283,2609 陽明,2020-03-11,6.55,-0.012066365007541489,跌
284,2609 陽明,2020-03-12,6.19,-0.05496183206106862,跌
285,2609 陽明,2020-03-13,5.68,-0.08239095315024243,跌
286,2609 陽明,2020-03-16,5.2,-0.08450704225352106,跌
287,2609 陽明,2020-03-17,4.95,-0.04807692307692307,跌
288,2609 陽明,2020-03-18,4.96,0.0020202020202019773,漲
289,2609 陽明,2020-03-19,4.73,-0.046370967741935394,跌
290,2609 陽明,2020-03-20,5.02,0.06131078224101461,漲
291,2609 陽明,2020-03-23,4.89,-0.025896414342629463,跌
292,2609 陽明,2020-03-24,4.97,0.016359918200409013,漲
293,2609 陽明,2020-03-25,5.15,0.03621730382293775,漲
294,2609 陽明,2020-03-26,5.25,0.01941747572815527,漲
295,2609 陽明,2020-03-27,5.18,-0.013333333333333388,跌
296,2609 陽明,2020-03-30,5.09,-0.017374517374517347,跌
297,2609 陽明,2020-03-31,5.08,-0.001964636542239644,跌
298,2609 陽明,2020-04-01,5.06,-0.003937007874015839,跌
299,2609 陽明,2020-04-06,5.04,-0.003952569169960391,跌
300,2609 陽明,2020-04-07,5.13,0.01785714285714283,漲
301,2609 陽明,2020-04-08,5.24,0.021442495126705714,漲
302,2609 陽明,2020-04-09,5.45,0.040076335877862586,漲
303,2609 陽明,2020-04-10,5.5,0.009174311926605472,漲
304,2609 陽明,2020-04-13,5.36,-0.025454545454545396,跌
305,2609 陽明,2020-04-14,5.42,0.011194029850746195,漲
306,2609 陽明,2020-04-15,5.47,0.009225092250922476,漲
307,2609 陽明,2020-04-16,5.41,-0.010968921389396638,跌
308,2609 陽明,2020-04-17,5.41,0.0,跌
309,2609 陽明,2020-04-20,5.45,0.0073937153419593405,漲
310,2609 陽明,2020-04-21,5.4,-0.009174311926605472,跌
311,2609 陽明,2020-04-22,5.4,0.0,跌
312,2609 陽明,2020-04-23,5.39,-0.0018518518518519768,跌
313,2609 陽明,2020-04-24,5.43,0.0074211502782931425,漲
314,2609 陽明,2020-04-27,5.69,0.04788213627992646,漲
315,2609 陽明,2020-04-28,6.25,0.09841827768014053,漲
316,2609 陽明,2020-04-29,6.79,0.0864,漲
317,2609 陽明,2020-04-30,6.77,-0.0029455081001473434,跌
318,2609 陽明,2020-05-04,6.57,-0.02954209748892161,跌
319,2609 陽明,2020-05-05,6.43,-0.021308980213089888,跌
320,2609 陽明,2020-05-06,6.36,-0.010886469673405817,跌
321,2609 陽明,2020-05-07,6.38,0.0031446540880502474,漲
322,2609 陽明,2020-05-08,6.37,-0.0015673981191222236,跌
323,2609 陽明,2020-05-11,6.45,0.012558869701726856,漲
324,2609 陽明,2020-05-12,6.31,-0.021705426356589234,跌
325,2609 陽明,2020-05-13,6.59,0.04437400950871637,漲
326,2609 陽明,2020-05-14,6.39,-0.030349013657056174,跌
327,2609 陽明,2020-05-15,6.32,-0.010954616588419312,跌
328,2609 陽明,2020-05-18,6.36,0.006329113924050638,漲
329,2609 陽明,2020-05-19,6.45,0.014150943396226393,漲
330,2609 陽明,2020-05-20,6.4,-0.007751937984496096,跌
331,2609 陽明,2020-05-21,6.83,0.06718749999999996,漲
332,2609 陽明,2020-05-22,6.68,-0.02196193265007326,跌
333,2609 陽明,2020-05-25,6.53,-0.0224550898203592,跌
334,2609 陽明,2020-05-26,6.61,0.012251148545176121,漲
335,2609 陽明,2020-05-27,6.59,-0.00302571860816951,跌
336,2609 陽明,2020-05-28,6.53,-0.009104704097116785,跌
337,2609 陽明,2020-05-29,6.5,-0.004594180704441079,跌
338,2609 陽明,2020-06-01,6.59,0.013846153846153824,漲
339,2609 陽明,2020-06-02,6.58,-0.001517450682852775,跌
340,2609 陽明,2020-06-03,6.61,0.004559270516717363,漲
341,2609 陽明,2020-06-04,6.65,0.006051437216338886,漲
342,2609 陽明,2020-06-05,6.85,0.030075187969924703,漲
343,2609 陽明,2020-06-08,6.85,0.0,跌
344,2609 陽明,2020-06-09,6.89,0.005839416058394166,漲
345,2609 陽明,2020-06-10,6.84,-0.007256894049346854,跌
346,2609 陽明,2020-06-11,6.54,-0.043859649122806994,跌
347,2609 陽明,2020-06-12,6.42,-0.018348623853211024,跌
348,2609 陽明,2020-06-15,6.42,0.0,跌
349,2609 陽明,2020-06-16,6.59,0.02647975077881619,漲
350,2609 陽明,2020-06-17,6.55,-0.0060698027314112345,跌
351,2609 陽明,2020-06-18,6.49,-0.009160305343511392,跌
352,2609 陽明,2020-06-19,6.59,0.0154083204930662,漲
353,2609 陽明,2020-06-22,6.59,0.0,跌
354,2609 陽明,2020-06-23,6.59,0.0,跌
355,2609 陽明,2020-06-24,6.54,-0.00758725341426401,跌
356,2609 陽明,2020-06-29,6.47,-0.010703363914373131,跌
357,2609 陽明,2020-06-30,6.5,0.004636785162287519,漲
358,2609 陽明,2020-07-01,6.45,-0.007692307692307665,跌
359,2609 陽明,2020-07-02,6.45,0.0,跌
360,2609 陽明,2020-07-03,6.51,0.009302325581395288,漲
361,2609 陽明,2020-07-06,6.56,0.0076804915514592665,漲
362,2609 陽明,2020-07-07,6.53,-0.00457317073170722,跌
363,2609 陽明,2020-07-08,6.65,0.01837672281776418,漲
364,2609 陽明,2020-07-09,6.57,-0.012030075187969934,跌
365,2609 陽明,2020-07-10,6.4,-0.02587519025875189,跌
366,2609 陽明,2020-07-13,6.4,0.0,跌
367,2609 陽明,2020-07-14,6.34,-0.009375000000000078,跌
368,2609 陽明,2020-07-15,6.35,0.0015772870662460231,漲
369,2609 陽明,2020-07-16,6.42,0.01102362204724414,漲
370,2609 陽明,2020-07-17,6.31,-0.017133956386292885,跌
371,2609 陽明,2020-07-20,6.28,-0.004754358161648076,跌
372,2609 陽明,2020-07-21,6.34,0.009554140127388472,漲
373,2609 陽明,2020-07-22,6.39,0.007886435331230256,漲
374,2609 陽明,2020-07-23,6.37,-0.003129890453834049,跌
375,2609 陽明,2020-07-24,6.25,-0.018838304552590283,跌
376,2609 陽明,2020-07-27,6.1,-0.024000000000000056,跌
377,2609 陽明,2020-07-28,6.06,-0.006557377049180334,跌
378,2609 陽明,2020-07-29,6.24,0.029702970297029806,漲
379,2609 陽明,2020-07-30,6.24,0.0,跌
380,2609 陽明,2020-07-31,6.31,0.01121794871794862,漲
381,2609 陽明,2020-08-03,6.29,-0.003169572107765384,跌
382,2609 陽明,2020-08-04,6.25,-0.006359300476947541,跌
383,2609 陽明,2020-08-05,6.25,0.0,跌
384,2609 陽明,2020-08-06,6.38,0.02079999999999998,漲
385,2609 陽明,2020-08-07,6.46,0.012539184952978068,漲
386,2609 陽明,2020-08-10,7.1,0.09907120743034051,漲
387,2609 陽明,2020-08-11,7.81,0.1,漲
388,2609 陽明,2020-08-12,7.69,-0.015364916773367378,跌
389,2609 陽明,2020-08-13,7.89,0.026007802340702116,漲
390,2609 陽明,2020-08-14,8.59,0.0887198986058302,漲
391,2609 陽明,2020-08-17,8.62,0.0034924330616995765,漲
392,2609 陽明,2020-08-18,8.43,-0.02204176334106723,跌
393,2609 陽明,2020-08-19,8.24,-0.02253855278766305,跌
394,2609 陽明,2020-08-20,7.67,-0.06917475728155344,跌
395,2609 陽明,2020-08-21,7.84,0.02216427640156453,漲
396,2609 陽明,2020-08-24,7.95,0.014030612244898,漲
397,2609 陽明,2020-08-25,8.74,0.09937106918238994,漲
398,2609 陽明,2020-08-26,9.61,0.09954233409610974,漲
399,2609 陽明,2020-08-27,9.36,-0.026014568158168577,跌
400,2609 陽明,2020-08-28,9.21,-0.016025641025640875,跌
401,2609 陽明,2020-08-31,10.1,0.09663409337676425,漲
402,2609 陽明,2020-09-01,10.6,0.04950495049504951,漲
403,2609 陽明,2020-09-02,11.0,0.03773584905660381,漲
404,2609 陽明,2020-09-03,11.05,0.00454545454545461,漲
405,2609 陽明,2020-09-04,11.5,0.04072398190045242,漲
406,2609 陽明,2020-09-07,11.95,0.039130434782608636,漲
407,2609 陽明,2020-09-08,11.25,-0.05857740585774053,跌
408,2609 陽明,2020-09-09,11.3,0.004444444444444508,漲
409,2609 陽明,2020-09-10,10.95,-0.030973451327433753,跌
410,2609 陽明,2020-09-11,10.2,-0.06849315068493152,跌
411,2609 陽明,2020-09-14,10.1,-0.009803921568627416,跌
412,2609 陽明,2020-09-15,10.2,0.009900990099009866,漲
413,2609 陽明,2020-09-16,9.81,-0.038235294117646944,跌
414,2609 陽明,2020-09-17,9.91,0.010193679918450525,漲
415,2609 陽明,2020-09-18,9.88,-0.0030272452068616914,跌
416,2609 陽明,2020-09-21,9.88,0.0,跌
417,2609 陽明,2020-09-22,9.97,0.009109311740890674,漲
418,2609 陽明,2020-09-23,9.44,-0.05315947843530603,跌
419,2609 陽明,2020-09-24,9.01,-0.04555084745762709,跌
420,2609 陽明,2020-09-25,9.75,0.08213096559378472,漲
421,2609 陽明,2020-09-28,9.45,-0.030769230769230844,跌
422,2609 陽明,2020-09-29,9.61,0.016931216931216946,漲
423,2609 陽明,2020-09-30,9.7,0.009365244536940672,漲
424,2609 陽明,2020-10-05,10.15,0.0463917525773197,漲
425,2609 陽明,2020-10-06,10.15,0.0,跌
426,2609 陽明,2020-10-07,10.2,0.0049261083743841316,漲
427,2609 陽明,2020-10-08,10.05,-0.014705882352941037,跌
428,2609 陽明,2020-10-12,10.0,-0.004975124378109523,跌
429,2609 陽明,2020-10-13,10.25,0.025,漲
430,2609 陽明,2020-10-14,10.2,-0.004878048780487874,跌
431,2609 陽明,2020-10-15,10.4,0.01960784313725501,漲
