,證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),成交筆數(筆),流通在外股數(千股),本益比-TSE,股價淨值比-TSE,單日漲跌幅(%),label
255,2615 萬海,2020-01-30,16.8183,16.8665,16.1437,16.1919,4208,71746,1583,2218297,14,1.04,-0.07437832275767439,跌
256,2615 萬海,2020-01-31,16.24,16.5774,16.1919,16.3846,2390,40679,746,2218297,14.17,1.05,0.011901012234512228,漲
257,2615 萬海,2020-02-03,16.1919,16.4328,15.9509,16.4328,2778,46469,918,2218297,14.21,1.05,0.0029417867997998948,漲
258,2615 萬海,2020-02-04,16.4328,16.4328,16.1919,16.3364,2607,44165,971,2218297,14.13,1.05,-0.0058663161481913705,跌
259,2615 萬海,2020-02-05,16.3846,16.5774,16.3364,16.4328,1332,22748,487,2218297,14.21,1.05,0.005900932886070318,漲
260,2615 萬海,2020-02-06,16.5292,16.8183,16.481,16.6738,1322,22805,459,2218297,14.42,1.07,0.014665790370478535,漲
261,2615 萬海,2020-02-07,16.6256,16.6256,16.4328,16.481,1435,24607,448,2218297,14.25,1.06,-0.011563051014165835,跌
262,2615 萬海,2020-02-10,16.3846,16.481,16.24,16.2882,1907,32365,562,2218297,14.08,1.05,-0.011698319276743028,跌
263,2615 萬海,2020-02-11,16.2882,16.3846,16.1919,16.3364,919,15554,380,2218297,14.13,1.05,0.002959197455827001,漲
264,2615 萬海,2020-02-12,16.2882,16.481,16.2882,16.4328,1119,19056,459,2218297,14.21,1.05,0.005900932886070318,漲
265,2615 萬海,2020-02-13,16.4328,16.5774,16.3846,16.5292,1987,33994,704,2218297,14.29,1.06,0.0058663161481913705,漲
266,2615 萬海,2020-02-14,16.5292,16.6256,16.5292,16.5292,1236,21252,354,2218297,14.29,1.06,0.0,跌
267,2615 萬海,2020-02-17,16.5292,16.7219,16.5292,16.6738,1766,30470,857,2218297,14.42,1.07,0.008748154780630672,漲
268,2615 萬海,2020-02-18,16.6256,16.9629,16.5774,16.9147,1410,24621,530,2218297,14.63,1.09,0.01444781633460878,漲
269,2615 萬海,2020-02-19,16.9147,17.1075,16.8183,16.8665,1891,33290,824,2218297,14.58,1.08,-0.0028495923664032677,跌
270,2615 萬海,2020-02-20,16.8665,17.0111,16.8665,16.9629,1097,19295,388,2218297,14.67,1.09,0.005715471496754081,漲
271,2615 萬海,2020-02-21,16.9629,17.0593,16.8665,16.9147,1282,22554,470,2218297,14.63,1.09,-0.0028414952631921047,跌
272,2615 萬海,2020-02-24,16.6738,16.8183,16.5774,16.6256,1487,25796,453,2218297,14.38,1.07,-0.017091642181061517,跌
273,2615 萬海,2020-02-25,16.3846,16.9147,16.3846,16.7701,1450,25002,548,2218297,14.5,1.08,0.008691415648157104,漲
274,2615 萬海,2020-02-26,16.7701,16.9147,16.6256,16.8665,681,11917,254,2218297,14.58,1.08,0.005748325889529529,漲
275,2615 萬海,2020-02-27,16.9629,16.9629,16.6738,16.7219,1222,21292,650,2218297,14.46,1.07,-0.008573207245130702,跌
276,2615 萬海,2020-03-02,16.3846,16.7219,16.3846,16.5292,1512,26000,857,2218297,14.29,1.06,-0.01152381009335076,跌
277,2615 萬海,2020-03-03,16.5774,16.6738,16.5774,16.6256,560,9662,299,2218297,14.38,1.07,0.005832103187087044,漲
278,2615 萬海,2020-03-04,16.3846,16.5774,16.3846,16.5774,844,14440,383,2218297,14.33,1.06,-0.0028991434895581395,跌
279,2615 萬海,2020-03-05,16.5774,16.7701,16.481,16.5292,877,15091,557,2218297,14.29,1.06,-0.002907572960778008,跌
280,2615 萬海,2020-03-06,16.5774,16.5774,16.1919,16.2882,1701,28804,921,2218297,14.08,1.05,-0.014580257967717716,跌
281,2615 萬海,2020-03-09,16.3364,16.3846,15.9027,15.9027,2064,34322,1136,2218297,13.75,1.02,-0.023667440232806595,跌
282,2615 萬海,2020-03-10,15.8063,16.1437,15.6136,16.0473,1858,30521,714,2218297,13.88,1.03,0.009092795563017633,漲
283,2615 萬海,2020-03-11,16.1437,16.1919,15.71,15.9027,1829,30238,938,2218297,13.75,1.02,-0.009010861640275966,跌
284,2615 萬海,2020-03-12,15.71,15.7581,15.1317,15.1317,2605,41323,1096,2218297,13.08,0.97,-0.04848233318870374,跌
285,2615 萬海,2020-03-13,14.457,14.6498,13.9751,14.5534,4052,59556,1235,2218297,12.58,0.93,-0.03821778121427206,跌
286,2615 萬海,2020-03-16,14.6016,14.6016,13.7824,13.7824,2545,37146,1057,2218297,11.92,0.88,-0.05297731114378764,跌
287,2615 萬海,2020-03-17,13.3005,13.6378,12.8186,12.9149,3494,47281,1483,2218297,11.17,0.83,-0.06294259345251926,跌
288,2615 萬海,2020-03-18,13.1077,13.1559,12.5294,12.674,4432,58871,1759,2218297,10.96,0.81,-0.018652873812418206,跌
289,2615 萬海,2020-03-19,12.3367,12.433,11.421,11.4692,8606,104310,2732,2218297,9.92,0.74,-0.09506075430014192,跌
290,2615 萬海,2020-03-20,12.0475,12.1921,11.662,12.0957,5464,67519,1646,2218297,10.46,0.78,0.05462455969030098,漲
291,2615 萬海,2020-03-23,11.421,11.9993,11.421,11.8066,3667,44451,691,2218297,10.21,0.76,-0.023901055747083774,跌
292,2615 萬海,2020-03-24,12.0957,12.2403,11.9511,12.1439,3354,42136,933,2218297,10.5,0.78,0.02856876662205892,漲
293,2615 萬海,2020-03-25,12.5294,13.1559,12.5294,12.7704,3455,46274,1208,2218297,11.04,0.82,0.05158968700335148,漲
294,2615 萬海,2020-03-26,13.0595,13.2523,12.674,13.1077,2996,40216,936,2218297,11.33,0.84,0.026412641734009822,漲
295,2615 萬海,2020-03-27,13.686,13.7342,13.3005,13.3968,3176,44440,1078,2218297,11.58,0.86,0.022055738230200666,漲
296,2615 萬海,2020-03-30,13.3486,13.3968,13.0113,13.3486,2465,33725,886,2218297,11.54,0.86,-0.003597874119192744,跌
297,2615 萬海,2020-03-31,13.5414,13.5896,13.1559,13.2523,2500,34574,740,2218297,8.54,0.84,-0.007214239695548551,跌
298,2615 萬海,2020-04-01,13.3968,13.8787,13.3005,13.8305,3644,51331,1427,2218297,8.91,0.88,0.04363016231144788,漲
299,2615 萬海,2020-04-06,13.8305,13.8305,13.5896,13.7824,1767,25157,653,2218297,8.88,0.88,-0.0034778207584685882,跌
300,2615 萬海,2020-04-07,14.0233,14.2643,13.9751,13.9751,2922,42689,1011,2218297,9.01,0.89,0.013981599721383686,漲
301,2615 萬海,2020-04-08,13.9751,14.4088,13.9751,14.4088,1972,29166,837,2218297,9.29,0.92,0.031033767200234704,漲
302,2615 萬海,2020-04-09,14.457,14.6498,14.4088,14.5534,2737,41326,988,2218297,9.38,0.93,0.010035533840430884,漲
303,2615 萬海,2020-04-10,14.5534,14.7462,14.5052,14.7462,1679,25433,597,2218297,9.5,0.94,0.013247763409237709,漲
304,2615 萬海,2020-04-13,14.7462,14.8425,14.4088,14.5052,2256,34171,800,2218297,9.35,0.92,-0.01634319350069846,跌
305,2615 萬海,2020-04-14,14.5052,14.8907,14.5052,14.8907,1258,19253,494,2218297,9.6,0.95,0.02657667595069357,漲
306,2615 萬海,2020-04-15,15.0353,15.7581,15.0353,15.5172,4541,72697,1434,2218297,10,0.99,0.042073240344644644,漲
307,2615 萬海,2020-04-16,15.3244,15.3726,15.1799,15.3726,1969,31227,676,2218297,9.91,0.98,-0.009318691516510743,跌
308,2615 萬海,2020-04-17,15.5654,15.8063,15.3244,15.5654,2827,45699,906,2218297,10.03,0.99,0.012541795142005912,漲
309,2615 萬海,2020-04-20,15.5654,15.6136,15.4208,15.5172,1061,17061,383,2218297,10,0.99,-0.0030966117157284474,跌
310,2615 萬海,2020-04-21,15.4208,16.0955,15.2762,15.3726,4415,71592,1710,2218297,9.91,0.98,-0.009318691516510743,跌
311,2615 萬海,2020-04-22,15.3244,15.3244,14.9871,15.2281,1034,16255,494,2218297,9.81,0.97,-0.009399841276036632,跌
312,2615 萬海,2020-04-23,15.2762,15.469,15.2281,15.4208,1024,16301,350,2218297,9.94,0.98,0.012654237889165445,漲
313,2615 萬海,2020-04-24,15.3726,15.4208,15.2281,15.3726,661,10508,282,2218297,9.91,0.98,-0.003125648474787273,跌
314,2615 萬海,2020-04-27,15.4208,15.8063,15.4208,15.8063,1906,31059,687,2218297,10.19,1.01,0.02821253398904544,漲
315,2615 萬海,2020-04-28,15.9027,15.9991,15.7581,15.8063,2072,34040,579,2218297,10.19,1.01,0.0,跌
316,2615 萬海,2020-04-29,15.9027,16.2882,15.9027,16.0955,4293,71959,1195,2218297,10.37,1.03,0.018296502027672575,漲
317,2615 萬海,2020-04-30,16.3364,16.4328,16.0955,16.2882,2882,48778,1040,2218297,10.5,1.04,0.011972290391724304,漲
318,2615 萬海,2020-05-04,16.1919,16.1919,15.8545,15.9509,2153,35657,733,2218297,10.28,1.02,-0.020708242776979597,跌
319,2615 萬海,2020-05-05,15.9509,15.9991,15.7581,15.8063,1369,22557,619,2218297,10.19,1.01,-0.009065319198289783,跌
320,2615 萬海,2020-05-06,15.8545,15.9509,15.8063,15.8545,1003,16526,438,2218297,10.22,1.01,0.003049417004612058,漲
321,2615 萬海,2020-05-07,15.9991,16.0955,15.9509,16.0955,1125,18747,450,2218297,10.37,1.03,0.015200731653473867,漲
322,2615 萬海,2020-05-08,16.1919,16.3364,16.0955,16.1437,1042,17502,358,2218297,10.4,1.03,0.0029946258270943924,漲
323,2615 萬海,2020-05-11,16.1919,16.2882,16.0955,16.24,1253,21056,401,2218297,10.47,1.04,0.0059651752696097795,漲
324,2615 萬海,2020-05-12,16.1919,16.1919,15.7581,15.8063,2246,37144,936,2218297,13.9,1.01,-0.026705665024630433,跌
325,2615 萬海,2020-05-13,15.5172,15.5654,15.3244,15.3726,3108,49718,990,2218297,13.52,0.98,-0.027438426450212886,跌
326,2615 萬海,2020-05-14,15.2762,15.3244,14.9871,15.0353,2083,32737,804,2218297,13.22,0.96,-0.021941636418042545,跌
327,2615 萬海,2020-05-15,15.0835,15.2281,14.8907,14.9871,1397,21748,484,2218297,13.18,0.96,-0.0032057890431184998,跌
328,2615 萬海,2020-05-18,14.9871,15.2762,14.9871,15.1799,901,14213,373,2218297,13.35,0.97,0.012864396714507816,漲
329,2615 萬海,2020-05-19,15.3726,15.5654,15.3726,15.4208,1094,17544,511,2218297,13.56,0.98,0.015869669760670353,漲
330,2615 萬海,2020-05-20,15.4208,15.6136,15.4208,15.469,1100,17716,409,2218297,13.6,0.99,0.003125648474787273,漲
331,2615 萬海,2020-05-21,15.6618,15.7581,15.6136,15.6618,1000,16291,343,2218297,13.77,1,0.012463636951322004,漲
332,2615 萬海,2020-05-22,15.6618,15.71,15.3726,15.3726,1048,16877,456,2218297,13.52,0.98,-0.01846531050070868,跌
333,2615 萬海,2020-05-25,15.4208,15.5654,15.3726,15.5172,573,9195,230,2218297,13.64,0.99,0.009406346356504463,漲
334,2615 萬海,2020-05-26,15.469,15.71,15.469,15.6136,966,15682,596,2218297,13.73,1,0.006212461011007086,漲
335,2615 萬海,2020-05-27,15.8063,15.9509,15.6136,15.7581,1697,27861,789,2218297,13.86,1,0.009254752267254236,漲
336,2615 萬海,2020-05-28,15.7581,15.9027,15.3726,15.469,2390,38844,860,2218297,13.6,0.99,-0.018346120407917277,跌
337,2615 萬海,2020-05-29,15.5172,15.71,15.4208,15.71,554,8998,253,2218297,13.81,1,0.015579546189152593,漲
338,2615 萬海,2020-06-01,15.71,15.8063,15.6136,15.71,685,11194,319,2218297,13.81,1,0.0,跌
339,2615 萬海,2020-06-02,15.7581,15.8063,15.6136,15.6136,1137,18525,408,2218297,13.73,1,-0.006136218968809734,跌
340,2615 萬海,2020-06-03,15.8063,15.9991,15.71,15.9509,1920,31696,935,2218297,14.03,1.02,0.021602961520725574,漲
341,2615 萬海,2020-06-04,15.9991,16.0955,15.9027,15.9509,825,13684,433,2218297,14.03,1.02,0.0,跌
342,2615 萬海,2020-06-05,15.9509,16.24,15.9509,16.0955,1729,29011,705,2218297,14.15,1.03,0.009065319198289783,漲
343,2615 萬海,2020-06-08,16.24,16.481,16.1919,16.4328,2055,34950,822,2218297,14.45,1.05,0.020956167873007924,漲
344,2615 萬海,2020-06-09,16.5292,16.5774,16.3846,16.3846,1395,23833,448,2218297,14.41,1.04,-0.0029331580740957932,跌
345,2615 萬海,2020-06-10,16.481,16.481,16.2882,16.3846,1342,22787,414,2218297,14.41,1.04,0.0,跌
346,2615 萬海,2020-06-11,16.2882,16.3364,16.0473,16.0473,1682,28283,902,2218297,14.11,1.02,-0.02058640430648286,跌
347,2615 萬海,2020-06-12,15.5172,15.8063,15.5172,15.8063,1117,18200,381,2218297,13.9,1.01,-0.015018102733793203,跌
348,2615 萬海,2020-06-15,15.8063,15.9509,15.71,15.71,1097,17971,344,2218297,13.81,1,-0.006092507417928256,跌
349,2615 萬海,2020-06-16,15.9027,16.1437,15.7581,16.0955,1182,19632,396,2218297,14.15,1.03,0.02453851050286444,漲
350,2615 萬海,2020-06-17,16.0955,16.0955,15.8545,15.8545,1050,17388,570,2218297,13.94,1.01,-0.014973129135472735,跌
351,2615 萬海,2020-06-18,15.8545,16.0473,15.8545,15.9027,782,12936,371,2218297,13.98,1.01,0.0030401463306947286,漲
352,2615 萬海,2020-06-19,15.9027,15.9991,15.6618,15.6618,1909,31319,720,2218297,13.77,1,-0.015148371031334295,跌
353,2615 萬海,2020-06-22,15.8063,15.9991,15.71,15.7581,934,15350,381,2218297,13.86,1,0.0061487185380991434,漲
354,2615 萬海,2020-06-23,15.9509,16.0955,15.8545,15.9991,2264,37556,644,2218297,14.07,1.02,0.015293721958865577,漲
355,2615 萬海,2020-06-24,16.0473,16.0955,15.9991,16.0473,925,15384,306,2218297,14.11,1.02,0.003012669462657248,漲
356,2615 萬海,2020-06-29,15.9027,15.9509,15.71,15.9027,1299,21407,325,2218297,13.98,1.01,-0.009010861640275966,跌
357,2615 萬海,2020-06-30,15.9991,15.9991,15.8063,15.8545,1157,19053,348,2218297,13.94,1.01,-0.003030931854339174,跌
358,2615 萬海,2020-07-01,15.8545,15.9509,15.8063,15.9027,677,11160,301,2218297,13.98,1.01,0.0030401463306947286,漲
359,2615 萬海,2020-07-02,15.9027,15.9509,15.8545,15.9027,661,10908,311,2218297,13.98,1.01,0.0,跌
360,2615 萬海,2020-07-03,15.9509,16.2882,15.9509,16.2882,2931,49207,1391,2218297,14.32,1.04,0.024241166594351927,漲
361,2615 萬海,2020-07-06,16.4328,17.0111,16.24,17.0111,5221,90070,1576,2218297,14.96,1.08,0.044381822423594945,漲
362,2615 萬海,2020-07-07,17.0593,17.7339,16.6738,17.7339,9642,172524,2869,2218297,15.59,1.13,0.0424899036511454,漲
363,2615 萬海,2020-07-08,17.7339,18.2158,17.3966,18.0231,8498,158448,3406,2218297,15.85,1.15,0.016307749564393677,漲
364,2615 萬海,2020-07-09,18.1195,18.1676,17.5412,17.8303,5947,109979,2618,2218297,15.68,1.14,-0.010697382803180269,跌
365,2615 萬海,2020-07-10,17.8303,17.9749,17.3484,17.9749,4874,89809,1937,2218297,15.81,1.15,0.008109790637285997,漲
366,2615 萬海,2020-07-13,17.9749,18.3122,17.8303,18.1195,4589,86092,1327,2218297,15.93,1.16,0.008044551012801014,漲
367,2615 萬海,2020-07-14,18.1195,18.1195,17.4448,18.0231,3328,61543,1268,2218297,15.85,1.15,-0.005320235105825169,跌
368,2615 萬海,2020-07-15,18.0231,18.0231,17.7339,17.9267,2234,41358,826,2218297,15.76,1.14,-0.0053486914015901344,跌
369,2615 萬海,2020-07-16,18.0231,18.2158,17.7821,17.8785,3475,64935,1121,2218297,15.72,1.14,-0.0026887268710917987,跌
370,2615 萬海,2020-07-17,17.8303,17.8303,17.1075,17.4448,3532,63859,1333,2218297,15.34,1.11,-0.024258187208099014,跌
371,2615 萬海,2020-07-20,17.3484,17.3484,17.0593,17.252,1458,26006,558,2218297,15.17,1.1,-0.011052004035586642,跌
372,2615 萬海,2020-07-21,17.3484,17.5412,17.252,17.3484,1877,33782,637,2218297,15.25,1.11,0.005587757941108435,漲
373,2615 萬海,2020-07-22,17.3966,17.4448,17.1557,17.2038,963,17253,370,2218297,15.13,1.1,-0.008335062599432829,跌
374,2615 萬海,2020-07-23,17.2038,17.2038,16.9629,17.0593,1514,26810,620,2218297,15,1.09,-0.008399307129820198,跌
375,2615 萬海,2020-07-24,16.9629,16.9629,16.6256,16.8665,2549,44496,869,2218297,14.83,1.08,-0.011301753295856328,跌
376,2615 萬海,2020-07-27,16.8183,16.8183,16.481,16.5292,1330,22953,533,2218297,14.53,1.05,-0.019998221326297635,跌
377,2615 萬海,2020-07-28,16.5292,16.7701,16.1437,16.3364,2218,37634,767,2218297,14.36,1.04,-0.011664206374174087,跌
378,2615 萬海,2020-07-29,16.1919,16.6256,16.1919,16.3846,1364,23241,788,2218297,14.41,1.04,0.00295046644303505,漲
379,2615 萬海,2020-07-30,16.3846,16.5292,16.3364,16.5292,794,13565,266,2218297,14.53,1.05,0.008825360399399467,漲
380,2615 萬海,2020-07-31,16.5774,16.7701,16.5292,16.7701,781,13525,326,2218297,14.75,1.07,0.014574208068146063,漲
381,2615 萬海,2020-08-03,16.8183,16.9147,16.3364,16.4328,2125,36459,805,2218297,14.45,1.05,-0.020113177619692134,跌
382,2615 萬海,2020-08-04,16.5292,16.5774,16.3846,16.5774,857,14684,404,2218297,14.58,1.06,0.008799474222287164,漲
383,2615 萬海,2020-08-05,16.6738,16.7219,16.5292,16.6738,989,17044,321,2218297,14.66,1.06,0.005815145921555802,漲
384,2615 萬海,2020-08-06,16.6738,17.6857,16.6256,17.6376,4662,83763,1649,2218297,15.51,1.12,0.05780326020463236,漲
385,2615 萬海,2020-08-07,17.4448,17.6857,17.1075,17.6376,2348,42601,831,2218297,15.51,1.12,0.0,跌
386,2615 萬海,2020-08-10,17.6376,18.4568,17.5412,18.3122,8069,151408,2241,2218297,16.1,1.17,0.03824783417244986,漲
387,2615 萬海,2020-08-11,18.3122,18.4568,17.9267,18.1195,4232,79730,1442,2218297,15.93,1.16,-0.010523039285285333,跌
388,2615 萬海,2020-08-12,18.264,18.264,17.7339,18.1195,2533,47364,909,2218297,15.93,1.16,0.0,跌
389,2615 萬海,2020-08-13,18.3122,18.7459,18.2158,18.3604,4508,86360,1909,2218297,11.76,1.18,0.013295068848478154,漲
390,2615 萬海,2020-08-14,18.6495,19.9507,18.505,19.1796,21009,419549,7067,2218297,12.28,1.24,0.044617764318860276,漲
391,2615 萬海,2020-08-17,19.4206,19.9025,19.2278,19.3242,14669,297353,5562,2218297,12.38,1.25,0.007539260464243284,漲
392,2615 萬海,2020-08-18,19.4206,19.5652,18.7941,19.3724,12696,253855,3733,2218297,12.41,1.25,0.002494281781393165,漲
393,2615 萬海,2020-08-19,19.5652,20.2398,19.5652,19.6134,13879,285769,4841,2218297,12.56,1.26,0.012440379096033516,漲
394,2615 萬海,2020-08-20,19.9025,20.0953,18.7459,19.2278,12796,258492,4641,2218297,12.31,1.24,-0.019660028347966197,跌
395,2615 萬海,2020-08-21,19.5652,19.7097,19.2278,19.3724,5800,116898,1731,2218297,12.41,1.25,0.007520361143760624,漲
396,2615 萬海,2020-08-24,19.4206,19.7579,19.2278,19.6615,5850,118694,1827,2218297,12.59,1.27,0.014923292932212904,漲
397,2615 萬海,2020-08-25,19.9507,21.3482,19.9025,20.9627,22396,480139,6745,2218297,13.43,1.35,0.06618009816138146,漲
398,2615 萬海,2020-08-26,21.2036,21.4928,21.0591,21.3,14135,311742,4925,2218297,13.64,1.37,0.016090484527279358,漲
399,2615 萬海,2020-08-27,21.6,21.95,20.75,20.9,8080,171660,3123,2218297,12.9,1.3,-0.018779342723004796,跌
400,2615 萬海,2020-08-28,20.95,21.2,20.5,21.0,4321,90299,1578,2218297,12.96,1.3,0.004784688995215379,漲
401,2615 萬海,2020-08-31,21.35,22.15,21.05,21.2,13680,295725,4748,2218297,13.09,1.32,0.00952380952380949,漲
402,2615 萬海,2020-09-01,21.45,21.6,20.75,20.95,5872,123782,2335,2218297,12.93,1.3,-0.01179245283018868,跌
403,2615 萬海,2020-09-02,21.05,21.1,20.4,20.7,6610,136704,2320,2218297,12.78,1.29,-0.011933174224343675,跌
404,2615 萬海,2020-09-03,20.8,20.85,20.2,20.45,7620,155792,2487,2218297,12.62,1.27,-0.012077294685990338,跌
405,2615 萬海,2020-09-04,20.0,20.25,19.7,20.0,8760,174908,3288,2218297,12.35,1.24,-0.02200488997555009,跌
406,2615 萬海,2020-09-07,20.65,20.8,20.1,20.15,11634,238084,3912,2218297,12.44,1.25,0.007499999999999929,漲
407,2615 萬海,2020-09-08,20.35,20.45,19.95,20.0,5020,101041,2191,2218297,12.35,1.24,-0.007444168734491245,跌
408,2615 萬海,2020-09-09,19.8,20.55,19.55,20.4,5055,102114,1854,2218297,12.59,1.27,0.019999999999999928,漲
409,2615 萬海,2020-09-10,20.5,20.6,20.25,20.4,3752,76679,1349,2218297,12.59,1.27,0.0,跌
410,2615 萬海,2020-09-11,20.65,20.7,19.85,20.0,7004,141265,2225,2218297,12.35,1.24,-0.019607843137254832,跌
411,2615 萬海,2020-09-14,20.15,20.15,19.5,19.75,6679,131884,2060,2218297,12.19,1.23,-0.0125,跌
412,2615 萬海,2020-09-15,19.75,19.85,19.35,19.8,5961,116393,2387,2218297,12.22,1.23,0.002531645569620289,漲
413,2615 萬海,2020-09-16,19.8,20.15,19.45,20.1,5299,105265,1653,2218297,12.41,1.25,0.015151515151515187,漲
414,2615 萬海,2020-09-17,20.1,20.3,20.0,20.2,2890,58247,1040,2218297,12.47,1.25,0.004975124378109346,漲
415,2615 萬海,2020-09-18,20.2,20.45,20.15,20.3,3382,68807,1645,2218297,12.53,1.26,0.004950495049505021,漲
416,2615 萬海,2020-09-21,20.3,20.35,20.0,20.2,2385,48090,780,2218297,12.47,1.25,-0.004926108374384306,跌
417,2615 萬海,2020-09-22,20.1,20.1,19.65,19.85,2052,40784,643,2218297,12.25,1.23,-0.01732673267326722,跌
418,2615 萬海,2020-09-23,19.7,19.9,19.35,19.5,3573,69819,1435,2218297,12.04,1.21,-0.017632241813602085,跌
419,2615 萬海,2020-09-24,19.1,19.5,18.95,19.2,5897,112967,1730,2218297,11.85,1.19,-0.015384615384615422,跌
420,2615 萬海,2020-09-25,19.7,20.9,19.7,20.45,15240,309635,5610,2218297,12.62,1.27,0.06510416666666667,漲
421,2615 萬海,2020-09-28,20.6,22.0,20.5,21.65,27096,580951,10793,2218297,13.36,1.34,0.05867970660146696,漲
422,2615 萬海,2020-09-29,21.65,22.5,20.65,21.0,24889,536090,8656,2218297,12.96,1.3,-0.030023094688221647,跌
423,2615 萬海,2020-09-30,21.0,21.5,20.7,21.25,8013,170376,2792,2218297,13.12,1.32,0.011904761904761904,漲
424,2615 萬海,2020-10-05,21.35,22.85,21.35,22.85,20748,460437,7495,2218297,14.1,1.42,0.07529411764705889,漲
425,2615 萬海,2020-10-06,22.7,23.5,22.1,23.45,19375,443931,7800,2218297,14.48,1.46,0.026258205689277805,漲
426,2615 萬海,2020-10-07,23.45,24.5,23.05,24.45,19995,479975,8014,2218297,15.09,1.52,0.042643923240938165,漲
427,2615 萬海,2020-10-08,24.3,24.45,23.2,23.8,14704,348380,5415,2218297,14.69,1.48,-0.026584867075664563,跌
428,2615 萬海,2020-10-12,23.5,23.6,22.45,23.15,11071,253333,4376,2218297,14.29,1.44,-0.02731092436974799,跌
429,2615 萬海,2020-10-13,23.25,25.4,23.2,25.05,28936,708489,11440,2218297,15.46,1.56,0.08207343412527007,漲
430,2615 萬海,2020-10-14,24.7,25.4,24.25,24.55,14639,360557,5977,2218297,15.15,1.52,-0.01996007984031936,跌
431,2615 萬海,2020-10-15,24.35,24.8,23.85,24.05,7860,190548,3427,2218297,14.85,1.49,-0.020366598778004074,跌
432,2615 萬海,2020-10-16,24.15,24.4,23.5,23.55,6104,145944,2490,2218297,14.54,1.46,-0.020790020790020788,跌
433,2615 萬海,2020-10-19,23.6,23.95,23.15,23.55,4141,97178,1789,2218297,14.54,1.46,0.0,跌
434,2615 萬海,2020-10-20,23.65,25.3,23.4,25.25,20587,509282,8349,2218297,15.59,1.57,0.07218683651804668,漲
435,2615 萬海,2020-10-21,25.45,25.75,24.85,25.3,17269,436252,6555,2218297,15.62,1.57,0.0019801980198020084,漲
436,2615 萬海,2020-10-22,25.0,25.2,24.2,24.45,5884,144578,2571,2218297,15.09,1.52,-0.03359683794466409,跌
437,2615 萬海,2020-10-23,24.6,25.2,24.55,24.6,6370,158245,2418,2218297,15.19,1.53,0.006134969325153462,漲
438,2615 萬海,2020-10-26,24.8,27.05,24.8,26.85,30613,798511,11578,2218297,16.57,1.67,0.09146341463414634,漲
439,2615 萬海,2020-10-27,26.5,26.8,26.0,26.1,10242,269626,5491,2218297,16.11,1.62,-0.027932960893854747,跌
440,2615 萬海,2020-10-28,26.3,27.4,26.1,26.15,12151,323471,5409,2218297,16.14,1.62,0.0019157088122604274,漲
441,2615 萬海,2020-10-29,25.6,26.95,25.4,26.7,8907,235149,3769,2218297,16.48,1.66,0.02103250478011475,漲
442,2615 萬海,2020-10-30,26.7,26.8,26.05,26.2,6899,182136,2823,2218297,16.17,1.63,-0.018726591760299626,跌
443,2615 萬海,2020-11-02,26.8,28.3,26.3,27.0,25006,686930,10197,2218297,16.67,1.68,0.030534351145038195,漲
444,2615 萬海,2020-11-03,27.2,28.9,27.15,28.6,25635,721721,10357,2218297,17.65,1.78,0.05925925925925931,漲
445,2615 萬海,2020-11-04,28.45,28.9,27.65,28.9,15321,433385,6569,2218297,17.84,1.8,0.01048951048951039,漲
446,2615 萬海,2020-11-05,28.7,29.35,28.35,28.95,10523,304373,4778,2218297,17.87,1.8,0.0017301038062283985,漲
447,2615 萬海,2020-11-06,29.0,29.4,28.75,29.35,7452,216901,3127,2218297,18.12,1.82,0.013816925734024254,漲
448,2615 萬海,2020-11-09,30.75,32.25,30.65,32.25,16500,523056,5666,2218297,19.91,2,0.09880749574105617,漲
449,2615 萬海,2020-11-10,32.0,33.6,29.1,29.8,68534,2148987,27591,2218297,18.4,1.85,-0.07596899224806199,跌
450,2615 萬海,2020-11-11,30.4,32.7,29.0,32.45,48011,1489443,20033,2218297,20.03,2.02,0.08892617449664436,漲
451,2615 萬海,2020-11-12,32.0,32.45,30.7,31.2,21969,691612,9596,2218297,19.26,1.94,-0.03852080123266575,跌
452,2615 萬海,2020-11-13,31.4,32.45,30.35,30.6,24372,759303,9798,2218297,14.3,1.84,-0.019230769230769162,跌
453,2615 萬海,2020-11-16,31.6,32.25,31.1,31.55,18774,594692,7706,2218297,14.74,1.9,0.031045751633986905,漲
454,2615 萬海,2020-11-17,31.55,34.1,31.25,33.35,31627,1034490,12952,2218297,15.58,2,0.05705229793977815,漲
455,2615 萬海,2020-11-18,33.1,36.6,32.85,36.4,51747,1827068,21085,2218297,17.01,2.19,0.09145427286356812,漲
456,2615 萬海,2020-11-19,36.25,38.25,35.5,37.45,65137,2405700,28725,2218297,17.5,2.25,0.028846153846153966,漲
457,2615 萬海,2020-11-20,37.2,38.0,36.75,36.75,27322,1021973,11391,2218297,17.17,2.21,-0.018691588785046804,跌
458,2615 萬海,2020-11-23,37.75,38.4,37.2,37.45,25979,980307,10716,2218297,17.5,2.25,0.019047619047619126,漲
459,2615 萬海,2020-11-24,38.3,38.35,36.65,37.2,19540,730836,9251,2218297,17.38,2.24,-0.006675567423230974,跌
460,2615 萬海,2020-11-25,38.2,40.9,37.6,40.9,51761,2033254,21263,2218297,19.11,2.46,0.09946236559139773,漲
461,2615 萬海,2020-11-26,41.5,44.2,39.95,40.65,79504,3328702,35836,2218297,19,2.44,-0.006112469437652812,跌
