,證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),成交筆數(筆),流通在外股數(千股),本益比-TSE,股價淨值比-TSE,五日漲跌幅(%),label
81,2603 長榮,2019-05-13,12.3828,12.5809,12.3828,12.4819,6566,82720,1835,4512973,180,0.85,-0.030765407940612385,跌
82,2603 長榮,2019-05-14,12.3333,12.3333,12.0856,12.2342,14321,176868,3676,4512973,77.19,0.82,-0.04633397253012802,跌
83,2603 長榮,2019-05-15,12.2837,12.3828,12.2342,12.2837,7002,86907,1867,4512973,77.5,0.83,-0.015878992781547675,False
84,2603 長榮,2019-05-16,12.2837,12.2837,12.0361,12.1847,8942,109951,2065,4512973,76.88,0.82,-0.015997997221953046,False
85,2603 長榮,2019-05-17,12.2837,12.2837,11.937,11.937,9768,118611,2268,4512973,75.31,0.8,-0.043655212748059204,跌
86,2603 長榮,2019-05-20,11.9866,12.0856,11.937,11.937,5821,70419,1533,4512973,75.31,0.8,-0.02429255693057169,False
87,2603 長榮,2019-05-21,11.937,12.2342,11.8875,12.1352,8201,99945,2371,4512973,76.56,0.82,-0.012089191367421892,False
88,2603 長榮,2019-05-22,12.1352,12.1847,11.937,11.9866,6092,73948,1690,4512973,75.63,0.81,-0.016258094167275368,False
89,2603 長榮,2019-05-23,11.9866,11.9866,11.7389,11.838,8235,98409,1856,4512973,74.69,0.8,-0.00829354109072633,False
90,2603 長榮,2019-05-24,11.8875,12.0856,11.8875,11.9866,6961,84396,1718,4512973,75.63,0.81,0.004155147859596203,False
91,2603 長榮,2019-05-27,12.0361,12.0361,11.8875,11.937,4462,53796,1387,4512973,75.31,0.8,-0.016332652119454144,False
92,2603 長榮,2019-05-28,11.937,11.937,11.7884,11.7884,15962,190509,2088,4512973,74.38,0.79,-0.016535130896167382,False
93,2603 長榮,2019-05-29,11.7884,11.8875,11.7389,11.7884,5128,61076,1325,4512973,74.38,0.79,-0.004189896942051011,False
94,2603 長榮,2019-05-30,11.7884,11.937,11.6894,11.7884,10590,125871,1964,4512973,74.38,0.79,-0.016535130896167382,False
95,2603 長榮,2019-05-31,11.838,11.9866,11.7884,11.9866,6773,81563,1523,4512973,75.63,0.81,0.004155147859596203,False
96,2603 長榮,2019-06-03,11.937,11.937,11.7884,11.838,4940,59122,1886,4512973,74.69,0.8,0.004207526042550293,False
97,2603 長榮,2019-06-04,11.838,11.8875,11.7389,11.8875,6614,78936,1675,4512973,75,0.8,0.008406569169692237,False
98,2603 長榮,2019-06-05,11.937,11.9866,11.7884,11.8875,7370,88317,1629,4512973,75,0.8,0.008406569169692237,False
99,2603 長榮,2019-06-06,11.838,11.8875,11.7884,11.838,4198,50152,1187,4512973,74.69,0.8,-0.012397176847479692,False
100,2603 長榮,2019-06-10,11.937,11.9866,11.7884,11.937,9194,110520,1383,4512973,75.31,0.8,0.008362899138367985,False
101,2603 長榮,2019-06-11,11.9866,11.9866,11.838,11.937,5268,63452,1093,4512973,75.31,0.8,0.004164037854889598,False
102,2603 長榮,2019-06-12,11.937,11.9866,11.8875,11.937,4436,53449,1106,4512973,75.31,0.8,0.004164037854889598,False
103,2603 長榮,2019-06-13,11.9866,12.0361,11.8875,11.9866,5301,64036,1051,4512973,75.63,0.81,0.012552796080418996,False
104,2603 長榮,2019-06-14,11.937,11.9866,11.8875,11.937,3674,44290,1293,4512973,75.31,0.8,0.0,False
105,2603 長榮,2019-06-17,11.937,11.9866,11.838,11.838,4590,55140,1322,4512973,74.69,0.8,-0.00829354109072633,False
106,2603 長榮,2019-06-18,11.8875,11.937,11.838,11.8875,3384,40571,1240,4512973,75,0.8,-0.004146770545363165,False
107,2603 長榮,2019-06-19,11.937,12.0361,11.937,12.0361,7411,89609,2995,4512973,75.94,0.81,0.004129611399396001,False
108,2603 長榮,2019-06-20,12.0856,12.3828,12.0856,12.3828,18704,231902,4627,4512973,78.13,0.84,0.0373460668509676,漲
109,2603 長榮,2019-06-21,12.4323,12.4819,12.2837,12.3333,11901,148548,2961,4512973,77.81,0.83,0.04183983781044098,漲
110,2603 長榮,2019-06-24,12.3333,12.4819,12.2342,12.3828,12085,150605,2681,4512973,78.13,0.84,0.04166561514195586,漲
111,2603 長榮,2019-06-25,12.4323,12.4323,12.3333,12.3828,5607,70011,1976,4512973,78.13,0.84,0.028805011590133038,False
112,2603 長榮,2019-06-26,12.3828,12.5809,12.3828,12.4819,9241,116585,2703,4512973,78.75,0.84,0.008003036469942175,False
113,2603 長榮,2019-06-27,12.5314,12.68,12.4819,12.5314,11366,144077,2576,4512973,79.06,0.85,0.016062205573528592,False
114,2603 長榮,2019-06-28,12.5314,12.5314,12.3333,12.3333,8208,102889,1653,4512973,77.81,0.83,-0.003997480376005435,False
115,2603 長榮,2019-07-01,12.5809,12.9772,12.5809,12.9772,25748,332813,4975,4512973,81.88,0.88,0.04800206738379044,漲
116,2603 長榮,2019-07-02,13.1258,13.2744,13.0267,13.1753,22209,294703,4744,4512973,83.13,0.89,0.05555243993302306,漲
117,2603 長榮,2019-07-03,13.1753,13.3239,13.1753,13.2744,14481,193644,4440,4512973,83.75,0.9,0.05929106085513194,漲
118,2603 長榮,2019-07-04,13.3734,13.4725,13.2744,13.3734,13337,180192,2975,4512973,84.38,0.9,0.08433266035854158,漲
119,2603 長榮,2019-07-05,13.423,13.4725,13.1753,13.423,13214,177545,2843,4512973,84.69,0.91,0.03435255679191199,漲
120,2603 長榮,2019-07-08,13.3734,13.423,13.0267,13.1753,21723,289280,3237,4512973,83.13,0.89,0.0,False
121,2603 長榮,2019-07-09,13.1753,13.2744,13.0762,13.2744,7882,105078,1706,4512973,83.75,0.9,0.0,False
122,2603 長榮,2019-07-10,13.3239,13.4725,13.2744,13.3239,7029,94625,2179,4512973,84.06,0.9,-0.003701377361030112,False
123,2603 長榮,2019-07-11,13.423,13.423,13.2248,13.2744,7745,104187,2262,4512973,83.75,0.9,-0.011070550547567613,False
124,2603 長榮,2019-07-12,13.2744,13.2744,13.0762,13.1258,6316,83933,1541,4512973,82.81,0.89,-0.003757030200450851,False
125,2603 長榮,2019-07-15,13.1258,13.2744,12.9277,13.2248,9840,129638,1930,4512973,83.44,0.89,-0.0037365153980594124,False
126,2603 長榮,2019-07-16,13.2248,13.3734,13.2248,13.3239,7616,102345,1533,4512973,84.06,0.9,0.0,False
127,2603 長榮,2019-07-17,13.3239,13.3239,13.1258,13.2248,7825,104432,2094,4512973,83.44,0.89,-0.0037365153980594124,False
128,2603 長榮,2019-07-18,13.2744,13.4725,13.2744,13.3734,15015,202844,2647,4512973,84.38,0.9,0.018863612122689687,False
129,2603 長榮,2019-07-19,13.423,13.5716,13.3734,13.522,15736,214359,3280,4512973,85.31,0.91,0.02247292964732927,False
130,2603 長榮,2019-07-22,13.5716,14.1164,13.522,14.0173,47074,662980,7500,4512973,88.44,0.95,0.05204181958735809,漲
131,2603 長榮,2019-07-23,14.0669,14.0669,13.7697,13.8688,16425,230323,3300,4512973,87.5,0.94,0.048696388603230306,漲
132,2603 長榮,2019-07-24,13.7697,13.7697,13.5716,13.6211,17513,241746,3051,4512973,85.94,0.92,0.01852184186519509,False
133,2603 長榮,2019-07-25,13.6211,14.1164,13.522,13.9678,21689,304793,5133,4512973,88.13,0.94,0.03296849578464726,漲
134,2603 長榮,2019-07-26,13.8688,13.9678,13.7697,13.8688,12360,173125,2403,4512973,87.5,0.94,-0.010594051636192441,False
135,2603 長榮,2019-07-29,13.8192,14.1164,13.8192,14.0669,21368,302387,4737,4512973,88.75,0.95,0.01428386017535765,False
136,2603 長榮,2019-07-30,14.1659,14.5622,14.0669,14.1164,31555,454120,6174,4512973,89.06,0.95,0.03636270198442125,漲
137,2603 長榮,2019-07-31,14.1659,14.3145,14.0669,14.265,18747,268014,5230,4512973,90,0.96,0.02127750970088347,False
138,2603 長榮,2019-08-01,14.0173,14.1659,13.9183,13.9678,17146,242872,3156,4512973,88.13,0.94,0.007138324873096461,False
139,2603 長榮,2019-08-02,13.6211,13.6211,13.2248,13.2744,36285,491200,6149,4512973,83.75,0.9,-0.05633792804384764,跌
140,2603 長榮,2019-08-05,13.1753,13.3734,13.1258,13.2744,16330,217920,2681,4512973,83.75,0.9,-0.05964693547930071,跌
141,2603 長榮,2019-08-06,12.7791,13.1753,12.7791,13.1258,19052,249631,3313,4512973,82.81,0.89,-0.07985979670522261,跌
142,2603 長榮,2019-08-07,13.0762,13.3239,12.9772,13.2248,11283,150317,2569,4512973,83.44,0.89,-0.05319377425220867,跌
143,2603 長榮,2019-08-08,13.1753,13.2744,13.1258,13.2248,8103,108152,1815,4512973,83.44,0.89,-0.0037365153980594124,False
144,2603 長榮,2019-08-12,13.1753,13.3239,13.0762,13.2248,7237,96628,2144,4512973,83.44,0.89,-0.0037365153980594124,False
145,2603 長榮,2019-08-13,13.1753,13.2248,12.9772,12.9772,10108,133334,2266,4512973,81.88,0.88,-0.011321214706913107,False
146,2603 長榮,2019-08-14,13.0267,13.1753,12.5809,12.7791,24253,313616,4456,4512973,35.83,0.86,-0.033701832919968575,跌
147,2603 長榮,2019-08-15,12.4819,12.7295,12.4323,12.5314,14355,181676,2762,4512973,35.14,0.85,-0.05243179480975141,跌
148,2603 長榮,2019-08-16,12.5314,12.5314,12.2837,12.5314,19908,249048,3869,4512973,35.14,0.85,-0.05243179480975141,跌
149,2603 長榮,2019-08-19,12.4819,12.4819,12.3333,12.3333,12392,154867,2629,4512973,34.58,0.83,-0.04961779120303304,跌
150,2603 長榮,2019-08-20,12.3333,12.4819,12.3333,12.3828,9147,114486,1712,4512973,34.72,0.84,-0.031011573584994255,跌
151,2603 長榮,2019-08-21,12.3333,12.4819,12.3333,12.3828,6006,75235,2097,4512973,34.72,0.84,-0.011858212171026387,False
152,2603 長榮,2019-08-22,12.3828,12.68,12.3828,12.5809,12298,156468,2787,4512973,35.28,0.85,0.003950077405557248,False
153,2603 長榮,2019-08-23,12.6305,12.7791,12.6305,12.7791,6591,84744,1743,4512973,35.83,0.86,0.036146043637955795,漲
154,2603 長榮,2019-08-26,12.4819,12.5314,12.3828,12.4323,10843,136439,3218,4512973,34.86,0.84,0.003997480376005435,False
155,2603 長榮,2019-08-27,12.5314,12.5809,12.4323,12.5314,7912,100027,1230,4512973,35.14,0.85,0.01200051684594761,False
156,2603 長榮,2019-08-28,12.4819,12.68,12.4819,12.6305,4089,52101,1373,4512973,35.42,0.85,0.003942484241985857,False
157,2603 長榮,2019-08-29,12.6305,12.68,12.4819,12.5314,6017,76443,1390,4512973,35.14,0.85,-0.019383211650272715,False
158,2603 長榮,2019-08-30,12.6305,12.7295,12.5314,12.7295,8932,114040,1610,4512973,35.69,0.86,0.023905472036549965,False
159,2603 長榮,2019-09-02,12.7791,12.8286,12.68,12.7295,5821,74882,1456,4512973,35.69,0.86,0.015808289576583635,False
160,2603 長榮,2019-09-03,12.7295,12.8781,12.68,12.7295,5770,74428,1581,4512973,35.69,0.86,0.007838169510312356,False
161,2603 長榮,2019-09-04,12.7295,12.8781,12.6305,12.7791,8484,109222,1786,4512973,35.83,0.86,0.019766346936495528,False
162,2603 長榮,2019-09-05,12.8286,12.9277,12.7791,12.9277,10974,142374,1945,4512973,36.25,0.87,0.015570132369692442,False
163,2603 長榮,2019-09-06,12.9277,13.0762,12.7791,13.0267,10954,142825,2588,4512973,36.53,0.88,0.023347342786440954,False
164,2603 長榮,2019-09-09,13.0267,13.0762,12.9772,13.0762,7203,94788,1509,4512973,36.67,0.88,0.027235947994815213,False
165,2603 長榮,2019-09-10,13.1258,13.1753,12.9277,13.0267,8252,108496,2330,4512973,36.53,0.88,0.019375386373062287,False
166,2603 長榮,2019-09-11,13.0762,13.0762,12.8781,12.9772,10748,140692,2513,4512973,36.39,0.88,0.0038289873682093565,False
167,2603 長榮,2019-09-12,13.0762,13.2248,13.0267,13.1753,10011,132806,2969,4512973,36.94,0.89,0.011407340308750494,False
168,2603 長榮,2019-09-16,13.1258,13.1258,12.8781,12.8781,14133,184619,3148,4512973,36.11,0.87,-0.015149661216561399,False
169,2603 長榮,2019-09-17,12.7791,12.9772,12.7791,12.9277,5752,74622,1258,4512973,36.25,0.87,-0.007599775844995294,False
170,2603 長榮,2019-09-18,12.9277,13.1258,12.9277,12.9772,8275,109006,4023,4512973,36.39,0.88,0.0,False
171,2603 長榮,2019-09-19,13.0267,13.0762,12.9277,12.9772,6007,78837,1343,4512973,36.39,0.88,-0.015035710761804297,False
172,2603 長榮,2019-09-20,12.9772,13.0762,12.9277,12.9772,8696,114031,1221,4512973,36.39,0.88,0.007695234545468661,False
173,2603 長榮,2019-09-23,12.9772,13.0762,12.9772,13.0267,3618,47513,916,4512973,36.53,0.88,0.007657974736418713,False
174,2603 長榮,2019-09-24,13.0267,13.0762,12.8781,12.9277,16595,217945,1337,4512973,36.25,0.87,-0.0038143821471503946,False
175,2603 長榮,2019-09-25,12.9772,13.0762,12.9277,13.0267,5028,65866,1147,4512973,36.53,0.88,0.0038143821471503946,False
176,2603 長榮,2019-09-26,13.0762,13.0762,12.9277,12.9772,8296,108754,1478,4512973,36.39,0.88,0.0,False
177,2603 長榮,2019-09-27,12.9772,13.0267,12.8781,12.8781,9656,126370,1868,4512973,36.11,0.87,-0.011407340308750494,False
178,2603 長榮,2019-10-01,12.9772,13.1753,12.9277,13.1258,8744,115578,1962,4512973,36.81,0.89,0.015323684800853993,False
179,2603 長榮,2019-10-02,12.9277,12.9772,12.8286,12.9277,14065,183225,2582,4512973,36.25,0.87,-0.007599775844995294,False
180,2603 長榮,2019-10-03,12.7295,12.7791,12.5314,12.5809,14752,187989,2695,4512973,35.28,0.85,-0.03053817464476159,跌
181,2603 長榮,2019-10-04,12.6305,12.7295,12.5809,12.6305,6426,81912,1194,4512973,35.42,0.85,-0.01922643868272496,False
182,2603 長榮,2019-10-07,12.6305,12.7295,12.6305,12.6305,3781,48382,798,4512973,35.42,0.85,-0.03773484282862761,跌
183,2603 長榮,2019-10-08,12.6305,12.7791,12.5809,12.5809,6339,81003,1367,4512973,35.28,0.85,-0.026826117561515195,False
184,2603 長榮,2019-10-09,12.5314,12.6305,12.4819,12.5809,7773,98224,1894,4512973,35.28,0.85,0.0,False
185,2603 長榮,2019-10-14,12.7295,12.8286,12.68,12.7791,10472,134922,2489,4512973,35.83,0.86,0.011765171608408224,False
186,2603 長榮,2019-10-15,12.7791,12.8286,12.68,12.7295,5611,72202,1415,4512973,35.69,0.86,0.007838169510312356,False
187,2603 長榮,2019-10-16,12.7791,12.9772,12.7295,12.8781,13401,174055,3441,4512973,36.11,0.87,0.023623111224157264,False
188,2603 長榮,2019-10-17,12.8781,12.9772,12.8286,12.9772,4304,56213,1104,4512973,36.39,0.88,0.03150013115118951,漲
189,2603 長榮,2019-10-18,12.9772,13.1258,12.8781,13.0267,8975,118103,1746,4512973,36.53,0.88,0.019375386373062287,False
190,2603 長榮,2019-10-21,13.0762,13.1258,12.9772,13.1258,6341,83716,1644,4512973,36.81,0.89,0.031132408971287176,漲
191,2603 長榮,2019-10-22,13.1258,13.2744,13.0267,13.2744,15477,205858,3632,4512973,37.22,0.9,0.030773173061243515,漲
192,2603 長榮,2019-10-23,13.2744,13.2744,13.0267,13.0762,11632,154374,2572,4512973,36.67,0.88,0.007628764294300789,False
193,2603 長榮,2019-10-24,13.0762,13.0762,12.9277,12.9772,8684,113813,2519,4512973,36.39,0.88,-0.003799887922497647,False
194,2603 長榮,2019-10-25,12.9772,13.3734,12.9772,13.0762,18679,248505,3237,4512973,36.67,0.88,-0.00377881729113653,False
195,2603 長榮,2019-10-28,13.0762,13.1258,12.8781,12.9277,20620,269952,2287,4512973,36.25,0.87,-0.026117941300548442,False
196,2603 長榮,2019-10-29,13.0267,13.0267,12.5314,12.5809,22241,285661,4446,4512973,35.28,0.85,-0.03787797678224563,跌
197,2603 長榮,2019-10-30,12.5809,12.6305,12.2837,12.4819,31027,389184,5917,4512973,35,0.84,-0.03816693893906238,跌
198,2603 長榮,2019-10-31,12.5314,12.5314,12.3333,12.3828,15221,190930,2584,4512973,34.72,0.84,-0.053027637998807026,跌
199,2603 長榮,2019-11-01,12.3828,12.4819,12.3333,12.3828,9104,114105,1912,4512973,34.72,0.84,-0.04214980236236919,跌
200,2603 長榮,2019-11-04,12.4819,12.7295,12.4819,12.68,21576,273871,2756,4512973,35.56,0.86,0.007877019927032245,False
201,2603 長榮,2019-11-05,12.45,12.7,12.35,12.65,43990,549792,4819,4812973,35.14,0.85,0.013467500941363158,False
202,2603 長榮,2019-11-06,12.55,12.85,12.55,12.8,19184,244089,2677,4812973,35.56,0.86,0.033691895209484214,漲
203,2603 長榮,2019-11-07,12.7,12.85,12.65,12.65,12815,163295,1530,4812973,35.14,0.85,0.021578318312498044,False
204,2603 長榮,2019-11-08,12.7,12.8,12.65,12.75,4061,51767,896,4812973,35.42,0.85,0.005520504731861222,False
205,2603 長榮,2019-11-11,12.75,12.85,12.55,12.7,11057,140709,1580,4812973,55.22,0.85,0.00395256916996039,False
